text,true,pred,prob
hyundai sonata sedan with driver side doors smashed palm beach,non_informative,time_critical,0.9695404
harvard university says evacuates four buildings after bomb threat,non_informative,time_critical,0.9927961
due to the slow movement of affected areas are e ected to e erience more rains,non_informative,time_critical,0.876891
first harvey now irma pres trump amp vpres pence again with hurricane victims on the ground,non_informative,time_critical,0.8322272
power out at this morning main ups quit at down to iphone and mobile tower for communication,non_informative,time_critical,0.9965623
wk we don t have tornado but we have waterspout,non_informative,time_critical,0.9843023
i hope you act proactively amp stop thinking about sepaartion india ll never gve up kashmir in worst u ll see more of u killed,non_informative,time_critical,0.83023006
matt harvey aware he s in poor standing with mets,non_informative,time_critical,0.91498846
top google executive killed in quake s of foreign tourists missing news coincidence doubt it,non_informative,time_critical,0.99812776
floods wrecked havoc in and ajk prayers and thoughts for those killed injured lost homes and valuables,non_informative,time_critical,0.9641011
this fool david stern said hurricane katrina he must not know how females get when u mess they name up it s sandy bruh,non_informative,time_critical,0.797816
first time we ve been back to iririki post yachts impaled into the jetty no power we can t return just yet,non_informative,time_critical,0.91894513
philippines government has learned from typhoon yolanda and is implementing necessary and timely measures,non_informative,time_critical,0.8749657
heavy rains causing have caused mass destruction throughout,support_and_relief,time_critical,0.99839157
while i ws activly follwng update my ml watertank covr went missing guard agencies r probng it nd srch hs nw spread to othr blcks,non_informative,time_critical,0.6153369
aftermath of in tacloban,non_informative,time_critical,0.99112844
some people in myanmar s irrawaddy division are constructing ponds to hold drinking water six kilometers of village roads and two wooden bridges destroyed by the tsunami,support_and_relief,time_critical,0.99747026
us crude jumps to three week closing high of as refineries restart after harvey,non_informative,time_critical,0.98503935
sad to hear the quake news heard these historical churches were ruined,non_informative,time_critical,0.9746098
tattingstone suitcase murder police appeal over bernard oliver death bbc news,non_informative,time_critical,0.85224974
jammu and kashmir floods live updates army says it wont rest till everyone is indiatoday,support_and_relief,time_critical,0.99724835
elbow falls in calgary canada pre flood and now a few hours ago stay safe calgary via,non_informative,time_critical,0.5438766
can the bullet train wait can we first man all railway crossings in india killed as train rams into autorickshaw _,non_informative,time_critical,0.88213515
wow bad scenes in glasgow a police helicopter has crashed into a pub hopefully there is not too many casualties,non_informative,time_critical,0.58260804
pray for kashmir over of my people including my close family members are stranded right now due to heavy floods in the state,non_informative,time_critical,0.9839622
solar flares responsible for,non_informative,time_critical,0.59038746
final knox webb blue tornado improve to,non_informative,time_critical,0.9924567
saw a guy drown trying to cross observer hwy and grove current knocked him down three times he didn t get up the third time,non_informative,time_critical,0.98751974
exclusive women home after being stranded in st maarten during irma,support_and_relief,time_critical,0.9870914
heavy rains beware of flashfloods,non_informative,time_critical,0.99368906
death toll from is now near including in nepal,non_informative,time_critical,0.9766401
boston bombing suspects family reportedly received g from ta ayers good grief amp the thanks we got,support_and_relief,time_critical,0.9316767
my family received text msgs re casualties in daram catarman borongan amp talalura can someone verify this info,non_informative,time_critical,0.9816149
update google facebook join red cross to find thousands missing after,support_and_relief,time_critical,0.9260921
parts of katy to be targeted by post harvey aerial spraying,non_informative,time_critical,0.99192667
and the troops roll out to survey the damage from,non_informative,time_critical,0.9754591
ctv saying the bow could rise another in the next few hours,non_informative,time_critical,0.97315896
surface communication has been completely disrupted affecting the public utilities and getting the relief materials,support_and_relief,time_critical,0.99636227
the latest on the recovery road work ramps up in brown county and another lovely local forecast that s next on,non_informative,time_critical,0.75096124
don t wait to clean up storm damage document damage with photos or videos,non_informative,time_critical,0.9803303
emerson college community shows unity after seven students injured in marathon blast via,non_informative,time_critical,0.99577314
is e ected to dump in excess of of rain on parts of philippines in hrs l forecast r actual,non_informative,time_critical,0.9936085
storm chase nearly over death toll now in the dozens and hoping it won t rise further long journey home begins,non_informative,time_critical,0.99738413
nearly k children in need immediate assistance following destruction caused by,support_and_relief,time_critical,0.8299674
death toll reaches in after a magnitude quake click here for info on where you can,support_and_relief,time_critical,0.9979196
same brand of criminal negligence operates in says survivors,non_informative,time_critical,0.89381516
total number of dead and injured as of o clock is as follows dead and in ktm valley de and inj,non_informative,time_critical,0.9824959
these are the bloody epicenters of past few hour s earthquakes in and still counting,non_informative,time_critical,0.9910523
for the private sector discretion to suspend work for today lies with the companies and employers,non_informative,time_critical,0.979965
mexico earthquake searches could last weeks,support_and_relief,time_critical,0.63211036
a girl walks along the shore as strong waves from hit atimonan quezon province eastern,non_informative,time_critical,0.92953724
baby girl born in evacuation center named ruby,non_informative,time_critical,0.7131414
listened to vanuatu devastated by stitcher,non_informative,time_critical,0.6648545
worker s baby daughter born at height of harvey,non_informative,time_critical,0.9428838
at virtues cyclone maryland wells demarco for are higher central,non_informative,time_critical,0.9392892
hurricane harvey was no match for the boxing family,non_informative,time_critical,0.8816968
again wanna remind boston that as it stands it s far too cold for a tornado right now,non_informative,time_critical,0.87756354
two fiji missionaries unreachable after cyclone pam,non_informative,time_critical,0.98573315
climatologist e lains why the conditions are primed for fire in california,non_informative,time_critical,0.9688066
video blast hits venezuelan oil refinery,non_informative,time_critical,0.9983896
harvard university says evacuates four buildings after bomb threat boston reuters harvard,non_informative,time_critical,0.99592835
poppy plaza is still breathing but memorial drive pathway east of bow is a river,non_informative,time_critical,0.9341359
tcoswald has reached sydney overnight and yet there s still increasing flood concerns back in qld,non_informative,time_critical,0.9960522
aftermath in as of am ph time sunday,non_informative,time_critical,0.9823698
british and irish nationals missing list released as death toll reaches,support_and_relief,time_critical,0.9679098
gallery incredible photos of flooding around southern alberta inc canmore bragg creek chain lakes,non_informative,time_critical,0.9974068
dedham teenager charged in deadly crash in jaffery nh jaffery nh cbs a dedham teenager is facing vehicular,non_informative,time_critical,0.830012
some animals have died and more could die because of stress including giraffes,non_informative,time_critical,0.9062789
it took these many days for national media to recognise chennai calamity social media alone to remain credible,support_and_relief,time_critical,0.5232737
still no power at my house since last night the rain is pouring down now too lucky murri is a murri lol hahaha make do with what we got,non_informative,time_critical,0.9144558
immediate steps were taken by the govt under the leadership of pm modi after,non_informative,time_critical,0.8442748
in singapore we have people complaining about the haze and we have people complaining about the people complaining ab,non_informative,time_critical,0.7543701
vanuatu comms still down hope everyone is ok,non_informative,time_critical,0.9904993
kitchen is dead center if house stack all pets snd us on the floor protected by,non_informative,time_critical,0.80867976
scientists looking for alien life will lose months of work to hurricane maria,non_informative,time_critical,0.85682476
aerial view of manila flood aug th please help via from mikey bustos,support_and_relief,time_critical,0.983285
mr thn dead in npal stll mr bdy is thr to rcvr my spprt is all th tme wth th ppl of npal god pls hlp thm,non_informative,time_critical,0.74129283
no van trips from naga city to daraga albay due to flood in baao camarines sur,non_informative,time_critical,0.8771291
nenshi about per cent of transit service restored south lrt line needs significant repairs,non_informative,time_critical,0.9971846
pdrrmc camsur as of pm number of evacuees families in barangays,non_informative,time_critical,0.9133255
thank you for evacuating us from after hurricane irma,support_and_relief,time_critical,0.89735276
please irma evacuee from fl still in nc looking for her missing dog my friend is desperate,support_and_relief,time_critical,0.46741313
the death toll in nepal has doubled since saturday so i assume by this time next month it ll have risen to unbelievable,non_informative,time_critical,0.9011531
railway bridge failure stabilizing in last hour railcars to be offloaded to tankers on parallel bridge lets hope,non_informative,time_critical,0.99573356
bow river pathway in inglewood,non_informative,time_critical,0.5569332
irma took out our banana tree and her babies c,non_informative,time_critical,0.56531537
iran iraq brder earthquake devastates twn targeted b saddamhussein,non_informative,time_critical,0.9919184
loudest thunderstorm outside house is shaking,non_informative,time_critical,0.8337432
cnn s sumnima udas reports from crumbled capital cnn s sumnima udas reports from the historic durbar square i,non_informative,time_critical,0.9845856
basantapur durbar sq heritage site yesterday amp today at many levels,non_informative,time_critical,0.9714659
if the psi is getting higher amp higher can we get at least a day of holiday for all to lock ourselves amp stay home,non_informative,time_critical,0.96668935
at gmt baguio philippines reported mm \ of rain in the past hours due to typhoon,non_informative,time_critical,0.8659978
click here mexico hit by a new magnitude earthquake,non_informative,time_critical,0.9958627
five us soldiers ambushed by taliban killed by friendly fire the globe and mail ibnlivefive us soldiers amb,non_informative,time_critical,0.89328444
mysterious lights in the sky seen after mexicos huge earthquake,non_informative,time_critical,0.90733767
asc as bastarz mentioned rescue efforts in nepal are still ongoing please contribute to rescue efforts here,support_and_relief,time_critical,0.5432958
paris attacks brussels raises terrorism alert to highest level warning of serious and immediate threat \n,non_informative,time_critical,0.80927944
infographic deadly in,non_informative,time_critical,0.99610317
isis father of boy who held up severed head killed,non_informative,time_critical,0.7960798
harvey will make the history books for nation s wettest storm houston chronicle,non_informative,time_critical,0.55925864
breaking death toll in s powerful rises to home ministry,non_informative,time_critical,0.99325186
fl networks resume operations post irma,non_informative,time_critical,0.53613335
also at am today yellow rainfall advisory issued over metro manila rizal and quezon province,non_informative,time_critical,0.8202502
illegal alien charged with wildfire that killed people,non_informative,time_critical,0.97893506
mexico govt to send military commercial planes to help evac stranded tourists cabo and la paz airports closed for days,support_and_relief,time_critical,0.9563245
palace we are better prepared this time si please cancel work na rin,non_informative,time_critical,0.5633849
kashmir floods to srinagar with love from switzerland i knew these people who work as lifeguards in lake,non_informative,time_critical,0.6294956
earthquake in chile rocks capital santiago tsunami warning issued,non_informative,time_critical,0.9986051
updated information to norwegians about the situation in in norwegian,support_and_relief,time_critical,0.9531347
asia nepal protestant christian pastor killed while praying via,non_informative,time_critical,0.9374026
yahoosg watch scenes inside a supermarket when the massive earthquake struck in chile \n,non_informative,time_critical,0.9633553
hurricane harvey leaves a trail of unprecedented destruction irma hold my beer boy jose saca las chelas,non_informative,time_critical,0.9963624
queensland s flood disaster gone into its third day death toll minimal but may rise later,non_informative,time_critical,0.997335
eeek the rive is up a bit with tina at eleanor schonell bridge pic,non_informative,time_critical,0.83439744
tracycarloss hurricane irma nearly ruins a wedding day here in northeast ohio social meeting comes to the res,non_informative,time_critical,0.9975616
still we find beauty amp fun among the ruins i love california napa quake,non_informative,time_critical,0.5852695
please come help there are dozens of wounded people at the different truncated,support_and_relief,time_critical,0.51611334
pummels threatens flooding,non_informative,time_critical,0.78331834
walking dead scene in baja after odile tourists airlifted out as storm,non_informative,time_critical,0.99823403
power lines down in brgy pawing tacloban some utility poles fell on houses,non_informative,time_critical,0.991886
as pm nawaz sharif address flood victims azad jammu amp kashmir locals started chanting slogans of go nawaz go,non_informative,time_critical,0.64046085
new nepal earthquake death toll rises above link removed link removed world_latest go to link removed and_ world_la_,non_informative,time_critical,0.99366546
approaching typhoon from the west,non_informative,time_critical,0.9895353
public works crews out cleaning sidewalks and streets just now in kenmore,non_informative,time_critical,0.9849807
hurricane patricia aiming for mexico called strongest ever in western hemisphere,non_informative,time_critical,0.989356
sitapailaa team taking out three bodies from a storey house of hem lal dhital watch,support_and_relief,time_critical,0.9562043
brussels on high alert as metro closed and sporting and music events cancelled,non_informative,time_critical,0.98053396
need plumber to check furnace and hot water heater after my basement was flooded out,support_and_relief,time_critical,0.94993615
typhoon ruby is coming,non_informative,time_critical,0.9363153
do homeowners suing over reservoir releases have a case,non_informative,time_critical,0.93352425
bombs at cairo university hit riot police dead,non_informative,time_critical,0.78266704
please be advised that classes in lpu cavite are suspended until dec tuesday stay safe and dry everyone,non_informative,time_critical,0.9374942
laguna is affected now,non_informative,time_critical,0.8315569
forest city native shares e erience evacuating from california wildfires,non_informative,time_critical,0.8617613
first thing tomorrow amp should roads be passable plan will conduct a rapid needs assessment in eastern samar says,non_informative,time_critical,0.98910785
flooding last week pumped more h o into than released that stops today,non_informative,time_critical,0.9946201
puerto rico s health care is in dire condition three weeks after maria times,support_and_relief,time_critical,0.98797244
for those enrolled in summer classes they will begin as planned on july,non_informative,time_critical,0.59706086
three injured in highway x crash a sunday morning collision in the south end of the city has left one person,non_informative,time_critical,0.9959722
will super typhoon haiyan be a climate change wakeup call,non_informative,time_critical,0.85134494
has finished clean up and is starting abatement before they rebuild last week i,non_informative,time_critical,0.98260325
here s a pic i took of the ef flying over my parents house today,non_informative,time_critical,0.982862
dangling in nyc view from my uncle s place,non_informative,time_critical,0.9394886
damaged by dry air and land interaction intensity fixes from min jma and min jtwc preliminary,non_informative,time_critical,0.9673213
she wet as that last flood in these indiana streets,non_informative,time_critical,0.9658848
california wine country ravaged by fires that have forced evacuations of people,support_and_relief,time_critical,0.9906273
nepal earthquake death toll amp rising with many more missing m kids need humanitarian assistance aus send m,support_and_relief,time_critical,0.9735405
cat tropical pam scores direct hit on port vila prepare for with,support_and_relief,time_critical,0.94792527
casualty figures from were lower much lower so far than e ected discuss,non_informative,time_critical,0.70031065
powerful tropical cyclone tracking toward the island of fiji in the south pacific,non_informative,time_critical,0.93198055
heavy super heavy rain worried,non_informative,time_critical,0.6932039
aww the family has gathered here thank god my aunt s house in is not damaged they have no gas or water electricity yes,support_and_relief,time_critical,0.9652973
philippines philippines assesses damage wrought by typhoon hagupit,non_informative,time_critical,0.73219275
pictures nepal s magnitude quake reaps death destruction via,non_informative,time_critical,0.9981445
update eb is re opened to one lane km west of neys provincial park patrol will use alternating traffic,non_informative,time_critical,0.98330337
no kris we didn t cut the budget so cancelled it am tornado watch kansas city metro extends south to joplin,non_informative,time_critical,0.99639755
mt paf nomad flew over guiuan east samar to survey the damage wreaked by,support_and_relief,time_critical,0.9940871
faces of the flood shaun robinson,non_informative,time_critical,0.73834866
frozen bodies found on mexican peak may be long buried avalanche victims,non_informative,time_critical,0.59446067
hawaii volcano lava flow could threaten homes,non_informative,time_critical,0.996068
the international aid effort for nepal is gathering pace with huge earthquake now known to have killed at least people and injured,non_informative,time_critical,0.9886043
killed in us drone strike in pakistan,non_informative,time_critical,0.9455622
sitrep cavite most parts e eriencing moderate to heavy rain and strong winds as approaches,non_informative,time_critical,0.5603062
warned void if they fly to after,non_informative,time_critical,0.97893596
power s back not a moment too soon sundown in about an hour,non_informative,time_critical,0.92792684
heard that the haze in singapore now is serious singapore tlists stay indoors and take care god bless thank you dear,non_informative,time_critical,0.9903985
good tragedy struck in rio grande do sul in brazil hears a fire in a nightclub many people died i am very sad,non_informative,time_critical,0.988403
in india theyre flooding major cities by infiltrating thro the _,non_informative,time_critical,0.98750776
perth braces for storms from cyclone olwyn,non_informative,time_critical,0.75492984
need help for ram my house help for years stuck hours west of kathmandu w broken left hand and leg cont,non_informative,time_critical,0.9965659
with flights delayed indefinitely u s citi via,support_and_relief,time_critical,0.6710451
hurricane patricia s track where the most powerful hurricane is headed,non_informative,time_critical,0.92861426
the team is up this morning and continuing search d operations in jefferson co texas,support_and_relief,time_critical,0.7600939
green earthquake alert magnitude m depth km in japan utc people via,non_informative,time_critical,0.5880575
google executive dan fredinburg killed in everest avalanche after nepal earthquake a google executive who was,non_informative,time_critical,0.99349606
i live on long beach island we didn t get any snow just major flooding and the dunes didn t hold anything for that,non_informative,time_critical,0.7245026
however hagupit still very strong at landfall wind gusts over mph occurred in eastern visayas equivalent to strong cat hurricane,non_informative,time_critical,0.53862035
humanitarian crisis in vanuatu in the aftermath of cyclone pam via international,support_and_relief,time_critical,0.9830747
and finally a few images of thursday s tornado s,non_informative,time_critical,0.9907244
jordan owns the w bank they don t want it back egypt owns gaza they flood hamas tunnels amp blow up the borders,non_informative,time_critical,0.8360081
death toll now under investigation for cover up,non_informative,time_critical,0.6627982
mexico city risk from earthquake tremorsbuilt up on top of,non_informative,time_critical,0.9821869
rt_america breaking harvard university evacuated after receiving bomb threat details to follow,non_informative,time_critical,0.99479264
by \typhoon lando is e ected to make landfall in the province of aurora in the,non_informative,time_critical,0.9801657
photo update from ranulfo docdocan of tacloban,non_informative,time_critical,0.8750793
new to threaten,non_informative,time_critical,0.9817722
commander villajuan only gt and above sea crafts are allowed to sail in and out of cebu due to gale warning,non_informative,time_critical,0.9559716
storm signal and anticipated heavy rains tom in schools closed hope urban flooding doesn t cause damage tho,non_informative,time_critical,0.9876215
nepal death toll may touch read full story of nepal death toll may touch at new,non_informative,time_critical,0.99221766
vanuatu conditions more difficult than philippines typhoon aid agencies today described conditions in cyclo,support_and_relief,time_critical,0.93821335
join several orgs to discuss the effects of hurricane harvey amp irma on black communities,support_and_relief,time_critical,0.8554491
one year after super typhoon haiyan devastated the philippines the country faces another_,non_informative,time_critical,0.5991767
key west waterspout not tornado,non_informative,time_critical,0.99639386
over birds die every year from smashing into windows hahaha,non_informative,time_critical,0.942804
earthquake occurred at mar utc km mi ssw of abhar iran,non_informative,time_critical,0.89404947
all new brunswick roads along with rt rt and rt are closed to the public aka we re trapped,non_informative,time_critical,0.99783736
essential things to know about puerto rico s disaster h t,non_informative,time_critical,0.91308254
california wildfires could adversely affect legal marijuana crops,non_informative,time_critical,0.9624431
mexico need help big earthquake destroy so much,support_and_relief,time_critical,0.40838653
roughly indians evacuated so far foreign secretary,support_and_relief,time_critical,0.9742061
aid arriving as deaths top in nepal,support_and_relief,time_critical,0.76111627
please rt i am in boston right now i know someone who was injured and my family won t pick up,non_informative,time_critical,0.59484696
pakistanis flee flood dyke breach pakistani authorities breach a strategic dyke in flood affected punjab to e,support_and_relief,time_critical,0.9972505
ust is in need of help right now ust hospital s generator already died,support_and_relief,time_critical,0.7900117
view from roof of cops leaving children s can still see some crowded on the corner,non_informative,time_critical,0.50431275
philippine typhoon death toll hits the death toll from typhoon hagupit in the philippines has risen to,non_informative,time_critical,0.7911672
devastating pictures of life lost amp homes destroyed so disheartening may allah grant them patience ease and shelter,non_informative,time_critical,0.97552097
anyone seen her please,non_informative,time_critical,0.88883257
have you seen their homes washed by the floods,non_informative,time_critical,0.9968286
tampa news feeding tampa bay feeds the masses after hurricane irma,support_and_relief,time_critical,0.955592
typhoon makes landfall in philippines amp gt affected by the storm send your photos to cnn ireport but please stay_,non_informative,time_critical,0.7663906
stay safe everyone keep your phones and battery packs charged as well as emergency lights,non_informative,time_critical,0.6170296
at ft stage at m threatens subways pls don t blame for this,non_informative,time_critical,0.9841151
about to go on a drive with to check out the damage,non_informative,time_critical,0.9825263
roiling floods triggered by unusually heavy monsoon rain have scoured pakistan s indus river basin killing more than people forcing million from their homes and disrupting the lives of about million people or percent of the population,support_and_relief,time_critical,0.9543892
apparently there s a tornado watch cool,non_informative,time_critical,0.9942509
hurricane odile hits mexico winds hit mph hope is ok,non_informative,time_critical,0.96903473
is on fire and death toll is rising yet i still don t think people are paying attention,non_informative,time_critical,0.91923773
woooo its almost hours since started pouring nonstop in san pablo and the rain even got harder since last night,non_informative,time_critical,0.64792657
work ongoing to repair damage to post irma lots of sand barriers out of place,support_and_relief,time_critical,0.9901812
nsw rfs hall rd fire likely to be contained by this afternoon thank you to all emergency services personnel for their hard work,non_informative,time_critical,0.9833507
incase you missed it tacloban naga calbayog legazpi airports still closed due to says,non_informative,time_critical,0.9927983
tough interview today no reporter with me talked to the wife of a man who died at mount everest because of the earthquake,non_informative,time_critical,0.8231278
spain to hold funeral mass in santiago de compostela for train crash victims,non_informative,time_critical,0.9514722
public storm warnings in for,non_informative,time_critical,0.9807045
moreno says families have already evacuated from baseco urges residents of parola amp isla puting bato to heed warnings,non_informative,time_critical,0.9738558
margaret river company hopes to sell vanuatu chocolate within a year despite cyclone damage,non_informative,time_critical,0.9674068
feed hungry south asia floods devastating floods in india pakistan and bangladesh have already cl,support_and_relief,time_critical,0.997781
good in the rosebank section of staten island i know other parts are under water on the island hope you are well,non_informative,time_critical,0.8823233
m km w of nicoya costa rica,non_informative,time_critical,0.7693338
we re checking on our partner workers now will update later,non_informative,time_critical,0.96016407
scotland mourns pub helicopter crash victims,non_informative,time_critical,0.9745369
photo house made of lightweight materials damaged by via zhandercayabyab via,non_informative,time_critical,0.9707239
actually i had not even felt the earthquake but it has potential for tsunami,non_informative,time_critical,0.58547825
manager of a resort in bhotekoshi was killed by spinning blades of the landslide rescue helicopter a couple of days back uncertain life,non_informative,time_critical,0.99388677
joplin missouri why are there no tornado building codes in tornado alley,non_informative,time_critical,0.9297466
cabinet minister says no to rossdale power plant demolition alberta culture minister heather klimchuk said,non_informative,time_critical,0.8610982
roadworks warning the places to avoid in norfolk and suffolk in the coming week,non_informative,time_critical,0.9795226
dead in metro north train derailment in the bronx via holy shit i used to take this train,non_informative,time_critical,0.99838066
a seven year old american who is on a vacation in singapore wrote to president obama about the haze awhh,non_informative,time_critical,0.95606023
this weekend typhoon hit eastern and is moving towards the capital,non_informative,time_critical,0.97911316
sends a text sayin were outside i see the tornados about to touch the ground ill text you when we get out of this love yall,non_informative,time_critical,0.977945
ultimately we will build and rebuild buildings he said adding that the buildings will have a blending of colonial influence as well as the vestiges of pre colonial javanese architecture and new sustainable technologies residents have been under mandatory evacuation if the situation exacerbates,support_and_relief,time_critical,0.8385532
although more than residents had fled to shelters damage to the city of tacloban appeared to have been minor,non_informative,time_critical,0.9497817
nature ochry the brass unwritten that precious metals insistence regard india inflooding the back up station fl,non_informative,time_critical,0.91043836
when hurricane donna created an foot storm surge in lower manhattan in via,non_informative,time_critical,0.97024643
killed in bus bombing via,non_informative,time_critical,0.99670815
everyone stay inside not only for your own safety but because with no one on the streets it will be easier to find the one who still is,non_informative,time_critical,0.95498097
typhoon bopha has claimed hundreds of lives amp displaced thousands please donate through redcross ca,support_and_relief,time_critical,0.97572017
killed in philippines storm,non_informative,time_critical,0.9980566
singapore today update hundreds of thousands of filipinos are,non_informative,time_critical,0.92701757
harrowing footage shows plane flying through hurricane irma,non_informative,time_critical,0.9771418
parts of still in rescue recovery mode after,support_and_relief,time_critical,0.9891907
fears grow for villages out of the reach of rescue teams one million affected,support_and_relief,time_critical,0.8489346
it s am but the sky looks like the day is just about to end stay safe,non_informative,time_critical,0.7821165
mt no rpts of damage lives or property monitoring continues respondrs resources ready anytime opctr,non_informative,time_critical,0.9717074
city of boulder county public info call center impacted residents can call for info,support_and_relief,time_critical,0.8583776
thankful for having my family here with me after more than a month since hurricane maria devastated p r,non_informative,time_critical,0.74795324
i d like to advice everyone to please use the unified hashtag for rescue queries help save our fellow men,support_and_relief,time_critical,0.73244816
and remember if you re goin out to buy emergency flood beers grab cans cuz them fuckers float,non_informative,time_critical,0.9414713
in california firefighters battle blazes search for victims body recovery teams carried,support_and_relief,time_critical,0.94870186
haze old changi hospital slashing singapore silent hill,non_informative,time_critical,0.97869474
brussels metro closed city placed on maximum terror alert _,non_informative,time_critical,0.96862286
e loring all the damage with,non_informative,time_critical,0.9913346
\ the death toll in has risen to with at least injured however information about remote area_,non_informative,time_critical,0.9415556
no major damage in philippine typhoon dead typhoon hagupit knocked out power left,non_informative,time_critical,0.6067438
affected by earthquake,non_informative,time_critical,0.8047411
aftershocks of low intensity likely in coming days imd the times of india via,non_informative,time_critical,0.9608592
they re ramping up their capacity,non_informative,time_critical,0.871095
powerful magnitude earthquake rocks nepal death toll approaches,non_informative,time_critical,0.99231744
needs unprecedented for says oversight board,support_and_relief,time_critical,0.7430512
death toll in nepal may touch pm koirala the death toll in nepal s devastating earthq,non_informative,time_critical,0.9939516
lives barely rebuilt smashed by yet another typhoon this time tells,non_informative,time_critical,0.9778401
texas was bombed last night and people were killed so far,non_informative,time_critical,0.9892392
warning for barton cedar dade and vernon county in mo until pm cdt,non_informative,time_critical,0.957077
rescue crews in mexico city are still trying to reach survivors of yesterday s earthquake,support_and_relief,time_critical,0.5287519
they tombout tornado weather mar,non_informative,time_critical,0.9778516
this is what happened near where i live oakman park,non_informative,time_critical,0.9718195
calgary flames get picture of damage at saddledome in the midst of a cleanup that saw most ofthe million,non_informative,time_critical,0.9981483
current max wind speed km h e ected max winds speed km h at pm local,non_informative,time_critical,0.8259903
hawaii under tsunami advisory after quake in chile honolulu gt gt hawaii is under a,non_informative,time_critical,0.99808586
hundreds of french still missing in nepal the local,support_and_relief,time_critical,0.89026636
nepal earthquake kills hundreds,non_informative,time_critical,0.99800295
philippines bracing for powerful typhoon watch,non_informative,time_critical,0.6485066
years of little big town s tornado aa,non_informative,time_critical,0.7382694
gt sees flooding outside gt hmm i wonder if whataburger is still open gt y all are ridiculous,non_informative,time_critical,0.5539306
rescuers still at work in kathmandu at sunset rescuers are still at work in kathman via,support_and_relief,time_critical,0.5343183
he big winged lander and the passenger ship the fire had come from a light cruiser that was every bit as old as,non_informative,time_critical,0.77178764
mexico city airport resumes flights after earthquake,non_informative,time_critical,0.9272424
here comes the sun little darling photos of s aftermath heartbreaking cannot believe the atlantic city historic boardwalk is goneassignment head to lower manhattan and capture the sights and sounds of getting back to work after days and we still have no at nyc what is that it burns my eyes __ neck bridge toll plaza,support_and_relief,time_critical,0.9807977
it s cuddle weather lt as its a tornado rips their house down,non_informative,time_critical,0.9750344
cow farts destroy ancient temples,non_informative,time_critical,0.75137395
damaged chimney being taken down before it falls,non_informative,time_critical,0.9947514
kundadixit runway maintenance may take hour too many heavies landing and aftershocks cracks not major _,non_informative,time_critical,0.9548551
pse ephe phi tel are the foreign investors sleeping hagupit s weakens to a tropical storm don t e ect yolanda damage on our country,non_informative,time_critical,0.7626908
