text,true,pred,prob
death toll passes in bangladesh collapse one thousand lives profits at walmart ine ensive clothing for us,time_critical,time_critical,0.9733906
latest odisha floods death toll climbs to lakh marooned firstpost ndtvodisha floods,time_critical,time_critical,0.9986187
photo of the day flood affected kashmiris in srinagar,time_critical,time_critical,0.996727
two pulled from rubble five days after nepal quake,time_critical,time_critical,0.98767704
pagasa lifted public storm warning signal in central visayas as of am of december,time_critical,time_critical,0.98589814
marsha and her husband had to leave their horses and evacuate immediately from the larimer humane h,time_critical,time_critical,0.9946727
ust hospital s generators already died help is needed down there,time_critical,time_critical,0.9745891
google has created a person finder for the boston marathon digg pass it on,time_critical,time_critical,0.9911389
state mine fire wnw of lithgow looks like the wind has kicked it into gear,time_critical,time_critical,0.9982539
volunteers from pentecost isl safe amp well after aust consular evacuation more evacuations due today,time_critical,time_critical,0.4691699
mexico strong earthquake topples buildings killing scoresa strong earthquake has struck central mexico killing,time_critical,time_critical,0.99822325
radio reports say a magnitude quake has killed at least people in central philippines,time_critical,time_critical,0.9981578
unicef new zealand said cyclone pam could have devastating results for thousands across the region,time_critical,time_critical,0.9669785
houston was built for cars what happens when destroys vehicles,time_critical,time_critical,0.804848
_ ___ people die in nepal earthquake irish independent,time_critical,time_critical,0.99582064
workers who have lost five days or more of work can apply for ei,time_critical,time_critical,0.7413466
floods wreak havoc in uttarakahand assam uttar pradesh bihar lakhs affected via zee news,time_critical,time_critical,0.99810386
wetinhappen hurricane matthew kills almost in haiti before striking u s port au prince haiti daytona,time_critical,time_critical,0.997721
floods trap hundreds of thousands in,time_critical,time_critical,0.99682605
shocking photographic account of the tornado devastation in joplin missouri like a second hometown to me,time_critical,time_critical,0.997855
hurricane irma a m update at least deaths blamed on category storm,time_critical,time_critical,0.99831605
both fires apparently started in the transition zones between woodland and cultivated areas,time_critical,time_critical,0.98135155
houston citizens have thrown out million cubic yards of drywall furniture appliances and clothing after harvey,time_critical,time_critical,0.88574785
dozens killed in guatemala earthquake,time_critical,time_critical,0.99860317
office of civil defense ncr per mmda flood control info of metro manila flooded,time_critical,time_critical,0.9913189
how to find the hurricane sandy shelter closest to you,time_critical,time_critical,0.85203344
as we fly into the disaster area in the province of aceh i see devastation beyond comprehension all the houses are destroyed as if someone in blind fury had taken a gigantic broom and swept everything away,time_critical,time_critical,0.9880391
many feared dead or trapped after earthquake topples buildings throughout mexico,time_critical,time_critical,0.9985826
police between and people killed in fertilizer plant e losion in more than hurt,time_critical,time_critical,0.99849474
quake death toll continues to climb aljazeera e sed the lies of pakistan govt relief operations,time_critical,time_critical,0.9941605
apocalyptic storm floods sardinia dead apocalyptic storm floods parts of sardinia downing bridges an,time_critical,time_critical,0.9975206
when greed takes precedence over common sense safety bangladesh factory collapse kills nearly via,time_critical,time_critical,0.99814177
fyi twitter hashtags to monitor ts pablo gen updates class suspensions relief and rescue,time_critical,time_critical,0.75368714
death toll rising insurgents blocking quake relief says qadir baloch,time_critical,time_critical,0.98699456
also a refinery in venezuelan refinery blew up over the weekend,time_critical,time_critical,0.99777126
ap photo engineer william rockefeller is wheeled on a stretcher after the train he was operating in nyc derailed,time_critical,time_critical,0.99768937
after hurricane irma u s virgin islands residents feel forgotten,time_critical,time_critical,0.99220747
hams keep an ear open for yj vanuatu stns cyclone pam making a mess try m smaller antennas might survive,time_critical,time_critical,0.97574025
thousands evacuated as cyclone set to hit bangladesh a cyclone set to hit the bangladesh coast later thur,time_critical,time_critical,0.8824
news reports are at least dead injured,time_critical,time_critical,0.9605249
media release total fire bans until further notice,time_critical,time_critical,0.97268075
sandy is so angry power is down wind over mph,time_critical,time_critical,0.74690247
at just had to run onto runway because of shooting in terminal,time_critical,time_critical,0.9787136
live nsw rural fire service providing an update on the watch,time_critical,time_critical,0.9919768
flood subsidies made damage done by hurricane harvey much worse not better by james bovard,time_critical,time_critical,0.998135
deadly tropical cyclone pam roars over past island nation of vanuatu cnn,time_critical,time_critical,0.99177355
flood affects around mln people across pakistan kuwait news agency,time_critical,time_critical,0.9964334
of strongest storms in sth pacific in years left trail of destruction in photos,time_critical,time_critical,0.99668723
early photos of the devastation left behind by in from,time_critical,time_critical,0.9976483
accused lax shooter paul ciancia an unknown in his hometown official says paul ciancia s family doesn t know,time_critical,time_critical,0.9974681
new york ap fire department multiple injuries in nyc passenger train derailment severity unclear,time_critical,time_critical,0.99857426
new borns who died during floods buried on srinagars jehlum bund,time_critical,time_critical,0.99654657
at least one person dead and missing after train carrying crude oil e lodes in quebec,time_critical,time_critical,0.99820316
confirmed death toll after collapse of garment factory rises above as police continue search at site,time_critical,time_critical,0.9979748
temple of learning a school shattered by floods in phallian mandal,time_critical,time_critical,0.9984276
earthquake survivor prayed huddled under beam journalist sunir pandey was visiting relatives with nepal s mag,time_critical,time_critical,0.8856868
update from city of napa treated at queen of the valley no deaths no new patients since pm sunday,time_critical,time_critical,0.976039
tornado kills in missouri,time_critical,time_critical,0.99855155
did a twitter search on cabo and westin and looks like the beautiful was severely damaged by,time_critical,time_critical,0.99574065
on sunday the government warned that rolling blackouts would begin on monday because electricity supply is not e ected to keep up with demand,time_critical,time_critical,0.9820403
news major quake shakes central philippines kills,time_critical,time_critical,0.9981944
woman pulled alive from wreckage after nepal quake,time_critical,time_critical,0.99002105
probe seeks cause of nyc train crash that killed probe seeks cause of nyc train crash that killed,time_critical,time_critical,0.99737453
all schools are closed tomorrow and we are asking all people to avoid coming into the downtown core if possible,time_critical,time_critical,0.99128085
residents in mt tomah amp berambing should relocate immediately north richmond community hall open as eva,time_critical,time_critical,0.9926036
the horror damage done to wine barrels at a napa valley winery during this weekend s earthquake,time_critical,time_critical,0.998437
mayor junjun binay suspends classes in makati all levels public and private thursday aug,time_critical,time_critical,0.92399085
more three people shot suspect in custody in los angeles airport shooting,time_critical,time_critical,0.99810886
update reports on that the three shot at were all tsa employees,time_critical,time_critical,0.6620153
this is colorado springs unbelievable it looks like a nuclear bomb went off,time_critical,time_critical,0.9904428
bangladeshi collapse kills many garment workers the police in bangladesh said at least people had died an,time_critical,time_critical,0.998565
update two dead in chile following quake tsunami warning remains in effect,time_critical,time_critical,0.99846494
at lax in scene w chiefs gannon beck amp featherstone please do not come to airport if you have flight for time being,time_critical,time_critical,0.74487454
hhs price visits days after eight seniors die in sweltering nursing home,time_critical,time_critical,0.97660565
cyclone mora snapped power lines poor network in several north eastern states scroll in scroll,time_critical,time_critical,0.99830997
death toll in passes as first aid shipments reach area near epicenter via,time_critical,time_critical,0.9769945
lax shooting suspect sent text to sibling mentioning suicide n j police chief says,time_critical,time_critical,0.998543
pagasa e ected to make landfall in dolores eastern samar tonight at around pm,time_critical,time_critical,0.99521035
british nationals affected by the or in please contact the in _,time_critical,time_critical,0.8057341
it s been days since hurricane maria hit only out of hospitals has power,time_critical,time_critical,0.9972938
new earthquake reported in the state oaxaca in southern mexico which caused buildings to sway,time_critical,time_critical,0.9974195
colorado wildfire hops road firefighters thursday made progress against a massive wildfire miles west of for,time_critical,time_critical,0.50941586
survivor looked down barrel of gun prayed to god,time_critical,time_critical,0.76934755
photos of california s destructive wildfires via,time_critical,time_critical,0.9975236
state helplines for t gana andhra pradesh ndma _,time_critical,time_critical,0.7283733
hc hospital of talca needs to be rebuilt hospital in chillan may b possible to repair and get back work president elect piera,time_critical,time_critical,0.97684973
lawyer nyc train operator in a daze just before crash,time_critical,time_critical,0.9961732
this immigrant community is returning home to deal with the damage that harvey wrought,time_critical,time_critical,0.99750656
so much water in the streets that i walk every day in downtown by the looks of it i m sure my school flooded,time_critical,time_critical,0.99807787
bangladesh rescue operation near end collapse death toll at reuters,time_critical,time_critical,0.9967913
doctor report in texas massive e losion nobody knows number of death a,time_critical,time_critical,0.9970245
flooding by has moved traffic cones into middle of traffic on austin bluffs by union stay safe out there,time_critical,time_critical,0.9850086
quake die women escape apr am et,time_critical,time_critical,0.9947088
fallen trees along the nat l highway in calbayog this was during a lull in the typhoon via,time_critical,time_critical,0.9827743
confirmed on ground miles sw of chickasha ok per fire dept take cover now radar,time_critical,time_critical,0.9952991
after losing my home last year to a flood i know a little of what is ahead for the thousands of people in manila h,time_critical,time_critical,0.783587
western canada hit by heavy flooding as many as people have fled their homes as heavy floods wash awa,time_critical,time_critical,0.99612075
magnitude earthquake can create tsunami like situation danger of aftershocks has passed coastal areas are still in danger,time_critical,time_critical,0.9960453
no tsunami threat to hawaii after mag earthquake rocks costa rica,time_critical,time_critical,0.9942304
india and google launch a person finder tool for kashmir floods via,time_critical,time_critical,0.7477724
images of irmas path show statewide damage and destruction,time_critical,time_critical,0.99637717
flood alert flood alert flood news floods recede in manila as thousands evacuated myfox los angeles,time_critical,time_critical,0.9966408
biwta halts operations on water routes with cyclone komen approaching as cyclone komen approaches the chittag,time_critical,time_critical,0.97774386
our hotel in cabo suffered major damage in the hurricane windows blown out debris everywhere required to stay in hotel shelter,time_critical,time_critical,0.9973687
wow gt gt photo the damage inside the saddledome,time_critical,time_critical,0.9984068
staff reported that many roads were flooded including the main road connecting medan sumatra s largest city to lhokseumawe,time_critical,time_critical,0.9976954
all victims of glasgow clutha bar helicopter crash named,time_critical,time_critical,0.99842584
when hits your location bring your family into the strongest part of the house usually the smallest room,time_critical,time_critical,0.83445805
update on hurricane irma damage in my home town of cudjoe key fl,time_critical,time_critical,0.9981902
the floodwaters also damaged large sections of road as well as undermining bridge abutments and railway lines,time_critical,time_critical,0.998312
new earthquake in chile prompts tsunami alerts,time_critical,time_critical,0.99835193
homes destroyed in colorado fire,time_critical,time_critical,0.998243
yikes the damage of the hotels in cabo by hurricane odile is heart breaking,time_critical,time_critical,0.998374
mayor bloomberg updates nyc on livestream now,time_critical,time_critical,0.9230957
winter blizzards the heaviest in six decades have paralyzed trunk roads railroads and airport runways and damaged numerous power lines,time_critical,time_critical,0.99836737
full scope of puerto rico s devastation seen from above,time_critical,time_critical,0.9968528
aqap militants in full control of south almokalla airport amp brigade mech under their shelling since morning,time_critical,time_critical,0.990211
billion rupees grant bridges between padiyathalawa and eravur on the a in maha oya and eravurpattu ds divisions and panichankerny bridge and causeway on the a trincomalee batticaloa road is to be reconstructed,time_critical,time_critical,0.99095154
hurricane harvey victims take shelter in san angelo,time_critical,time_critical,0.7089135
be prepared for floods other emergencies stay up to date with vaccinations recommendations,time_critical,time_critical,0.9827101
dramatic video shows school children rescued from rubble after mexico earthquake,time_critical,time_critical,0.9936719
psi reading at am is,time_critical,time_critical,0.9978866
many of the outbuildings that housed his tools equipment seeds and livestock collapsed in the earthquake measuring on the richter scale while others still teeter dangerously close,time_critical,time_critical,0.9978357
hurricane harvey die in floodwaters while hundreds rescued from flood areas,time_critical,time_critical,0.9983536
spain crash driver speeding at twice limit the driver of the train that derailed in spain killing peop,time_critical,time_critical,0.99794406
cyclone pam wreaks havoc on island of vanuatu,time_critical,time_critical,0.99422824
people have died in the balochistan earthquake may god have mercy on all their souls,time_critical,time_critical,0.99426705
afp detained driver of train which crashed in spain and killed people refuses to answer police questioning,time_critical,time_critical,0.99823475
govph is using for government advisories and for rescue operations,time_critical,time_critical,0.9766517
death toll in already passed due to earthquake prayers with victims,time_critical,time_critical,0.83885205
minn women caught in california wildfires are home safe looking to help,time_critical,time_critical,0.93366474
the burns hundreds of acres near lake elsinore california structures,time_critical,time_critical,0.9959443
tropical cyclone brings floods to bay of bengal nations,time_critical,time_critical,0.9976234
more than killed as powerful earthquake rocks nepal photos,time_critical,time_critical,0.99519324
i posted photos on facebook in the album \images of damage from the earthquake\,time_critical,time_critical,0.9233615
bbc news colorado floods hundreds still missing,time_critical,time_critical,0.99820745
california wine country quake losses seen in the billions a strong earthquake that jolted residents of califo,time_critical,time_critical,0.99708146
breaking pres aquino declares state of national calamity due to typhoon yolanda,time_critical,time_critical,0.9834432
many dead in nepal and india floods yr amp up to date effects of flooding in lic and mic,time_critical,time_critical,0.99848074
at least people are known to have died in powerful in pakistan hundreds more injured,time_critical,time_critical,0.9980081
awnings down,time_critical,time_critical,0.6797516
traffic lights out on bundall rd and bermuda take care,time_critical,time_critical,0.7418624
thousands wait for relief in vanuatu as death toll inches up thousands of people left homeless by a fierce cy,time_critical,time_critical,0.9976547
at least people reported killed in nepal amp india floods after _,time_critical,time_critical,0.9987029
current centre of ex tc oswald is km wnw of cooktown and moving in a sse direction at about kilometres per hour,time_critical,time_critical,0.9751644
feds lax suspect returned to shoot tsa officer wbir tv latest,time_critical,time_critical,0.9966563
for all in sydney and most of illawarra sydney water statement,time_critical,time_critical,0.9876259
unbelievable water up to row at saddledome,time_critical,time_critical,0.9706169
we re getting word from the there may have found another in over weeks after,time_critical,time_critical,0.7240458
cyclone marcia claims surpass million subscribe for updates that matter from,time_critical,time_critical,0.9747829
international death toll in building collapse now exceeds of massive proportions ignored v,time_critical,time_critical,0.9982666
lax shooting feds say suspect went back to kill tsa officer,time_critical,time_critical,0.99866414
many dead in nepal and india floods it s sham but do not build homes on flood planes,time_critical,time_critical,0.9979772
train derailment in new york city trains derailed train in the water dead multiple injured,time_critical,time_critical,0.9982998
to check on loved ones in impacted by contact state departments overseas citizen services at,time_critical,time_critical,0.81457216
there are no estimates as to the extent of the damage cost,time_critical,time_critical,0.9511249
hurricane odile slams mexico s baja california the u s hurricane center said edouard s center was miles,time_critical,time_critical,0.9983835
nepal quake michelle yeoh husband jean todt among those stranded,time_critical,time_critical,0.99151576
just in reported dead in inmates escape from women s prison,time_critical,time_critical,0.97238195
hi kenny do u know if furniture row shop affected by colorado flooding,time_critical,time_critical,0.95924836
who declares ebola international health emergency as death toll nears warning comes after us authorities warn disease will i,time_critical,time_critical,0.9959791
odile leaves extensive damage in its wake nbc news bill karins has updates on the damage left by hurricane odile,time_critical,time_critical,0.9961527
the death toll continues to rise after the and people are sleeping outdoors in fear of aftershocks,time_critical,time_critical,0.9879501
floods in northern india kill at least people leave thousands homeless radio austr,time_critical,time_critical,0.99868256
dead seriously injured after massive earthquake strikes off coast of chile authorities confirm,time_critical,time_critical,0.99819666
in pictures texas battered by hurricane harvey,time_critical,time_critical,0.99807006
woman garment worker found alive in rubble of building days after it collapsed read more,time_critical,time_critical,0.99828416
ohgosh just saw a video from the e losion in tx so crazy people injured amp fatalities,time_critical,time_critical,0.9922219
post utilities face one of the largest industry restoration efforts in us history via,time_critical,time_critical,0.9816921
superstorm washes up tanker onto new york s staten island photo via,time_critical,time_critical,0.988555
thank god houses damaged but zero casualty in catarman,time_critical,time_critical,0.9164814
decoding floods in india million affected rs crore lost every year,time_critical,time_critical,0.99687743
yoshadhara mahabir patan ppl drying traditional sukul after last nite s rain again old houses down new still up,time_critical,time_critical,0.8108638
cnnbrk u s forces rescued people who were trapped in nepal village after earthquake u s ambas,time_critical,time_critical,0.80244136
the strong winds created by cyclone komen had felled a nearby palm tree causing it to fall directly onto the frail thatched structure,time_critical,time_critical,0.949419
the banyak islands sumatra earthquake of april occurred as a result of thrust faulting on or near the subduction interface plate boundary between the australia india and sunda plates,time_critical,time_critical,0.9478082
aerial photos show incredible destruction in west tx,time_critical,time_critical,0.99850094
people died in earthquake in nepal,time_critical,time_critical,0.9942579
crash helicopter removed from pub rescuers remove a helicopter which crashed into a busy glasgow pub on frida,time_critical,time_critical,0.9880905
quake triggers tsunami and leaves at least dead in chile,time_critical,time_critical,0.9977695
what to do if your car or home has flood damage,time_critical,time_critical,0.9926025
fire evacuation sparks panicked pet e dus when evacuation orders came at p m last tuesday in colorado springs,time_critical,time_critical,0.993826
powerful earthquake strikes off chile triggers tsunami,time_critical,time_critical,0.9976109
police scotland confirm people have died seriously injured by the glasgow helicopter crash according to,time_critical,time_critical,0.998543
breaking rescuers say they have found a survivor in factory rubble days after collapse,time_critical,time_critical,0.997801
more than killed in huge quake aftershocks continue,time_critical,time_critical,0.99630034
this is how the haze that s disrupting shipping looked last week from the marina bay sands roof in singapore,time_critical,time_critical,0.99839586
mexicans dig through collapsed buildings as quake kills,time_critical,time_critical,0.9981591
these photos show how hurricane irma has trashed the caribbean and its heading for the,time_critical,time_critical,0.99800843
spain train reports have indicated that died in a train crash,time_critical,time_critical,0.9985863
massive flooding in calgary alberta canada,time_critical,time_critical,0.9965821
texas e losion devastates tight knit town it was like the whole earth shook witnesses recount shock from,time_critical,time_critical,0.9958391
ndrrmc dead injured due to typhoon pablo,time_critical,time_critical,0.9880827
raging floods kill over in india and pakistan heaviest torrential rains seen in years,time_critical,time_critical,0.9985274
the road was dug up for construction work and the rainwater entered the plaza through the ditch next to the building he said,time_critical,time_critical,0.9758875
death toll from mexico earthquake volcano eruption hit,time_critical,time_critical,0.99443734
insurance news massive floods hit queensland new so wales dead thousands evacuated,time_critical,time_critical,0.9986284
pagasa typhoon pablo last spotted at km northwest of roxas northern palawan,time_critical,time_critical,0.9893199
quake kills in central philippines,time_critical,time_critical,0.99867094
cyclone warning issued in western burma,time_critical,time_critical,0.9714865
napa earthquake update buildings red tagged yellow tagged in napa water leaks,time_critical,time_critical,0.99760026
los angeles buildings will be death boxes in massive mexico style earthquake,time_critical,time_critical,0.99729
tornado watch wednesday report in liveblog,time_critical,time_critical,0.99527943
the death toll from the nepal earthquake is now more than,time_critical,time_critical,0.99369746
colorado fires information amp resources for pet owners in co please share as you probably already know colorado,time_critical,time_critical,0.9914043
any idea if al hadaydah port in yemen is open after recent bombing in town a few days ago aust grain shipments headed there thks,time_critical,time_critical,0.64646363
just in texas officials now credit harvey with at least deaths reports,time_critical,time_critical,0.9970169
the former inspector at california s diablo canyon nuclear reactor worries it is susceptible to earthquake damage,time_critical,time_critical,0.9979867
in the same situation as hayan however by far not as severe situation updates are delayed due affected areas being cut off,time_critical,time_critical,0.94496036
on this day in a fire swept through oakland california burning thousands of homes,time_critical,time_critical,0.9792572
confirmed dead and dozens still missing in devastating lac megantic train derailment,time_critical,time_critical,0.9985241
there s a tornado warning for oakland,time_critical,time_critical,0.9862136
new york train crash kills four leaves injured today a train hurtled off the tracks in a ne,time_critical,time_critical,0.99848795
napa earthquake a big blow to california wine industry the oregonian,time_critical,time_critical,0.6642548
loboc church in bohol then and now after the magnitude earthquake just today c,time_critical,time_critical,0.9857653
here s what s falling according to reports from springwood all the way to coogee via b instagram,time_critical,time_critical,0.98800886
images of the damages and,time_critical,time_critical,0.9971384
dozens more bodies found in after clothes factory building collapse bringing death toll to at least,time_critical,time_critical,0.99854624
mt severity warning maxwinds kph mph gusts kph mph,time_critical,time_critical,0.8468746
floods claim lives in l people affected,time_critical,time_critical,0.9985417
westcott house b amp b in st aug got inches of rain inside from as they were almost done renovating from,time_critical,time_critical,0.93408185
dead in yemen air raids fighting,time_critical,time_critical,0.9882504
this is unreal essentially the only building with power in right now is the empire state building,time_critical,time_critical,0.9341253
weakened dam the latest threat as puerto rico reels from hurricane,time_critical,time_critical,0.9898539
israel killing innocent palestine people why everyone is silent on this issue exclusive video,time_critical,time_critical,0.8378706
video billions of dollars of wine rocked in california earthquake napa valley calif napa is one of the n,time_critical,time_critical,0.9953551
persons evacuated in camalig albay,time_critical,time_critical,0.9348745
flood water levels at major hydrological gauging stations of the thai binh river system,time_critical,time_critical,0.9903701
green alert for tropical cyclone thirteen population affected by category km h wind speeds or high,time_critical,time_critical,0.9474278
update fl customer outages down to facilitating aid to usvi latest,time_critical,time_critical,0.88326705
five dead as earthquake hits chile,time_critical,time_critical,0.9955432
irma leaves one florida area with deadly health crisis,time_critical,time_critical,0.9962411
dozens injured in san francisco earthquake a magnitude earthquake has rocked the northern san francisco a,time_critical,time_critical,0.9979432
quake update kathmandu airport shut flights from india cancelled read here,time_critical,time_critical,0.99415475
hawaii on alert for strong currents after earthquake near chile,time_critical,time_critical,0.96985346
tornado warning issed for st joseph county sky is almost black,time_critical,time_critical,0.9946957
per customers in boulder county still without power,time_critical,time_critical,0.9917773
mt latest mtsat infrared imagery of tropical cyclone loop here,time_critical,time_critical,0.95819604
poor quality of construction and lack of seismic design has been faulted in these building collapses,time_critical,time_critical,0.9975763
at least people have reportedly been killed as a second powerful earthquake has struck occupied,time_critical,time_critical,0.99715436
fact of metro manila are flooded,time_critical,time_critical,0.99650276
massive earthquake hits mexico city apocalyptic scenes as buildings fall apart,time_critical,time_critical,0.9969208
five more bodies recovered from train derailment in quebec raising the death toll to police say,time_critical,time_critical,0.9985973
wow the satalite images and shots coming out of nyc are really scary,time_critical,time_critical,0.7233862
boys standing near their ruined neighborhood flooded after river prima flooded its banks in cyclone pam,time_critical,time_critical,0.9980363
mayor fire destroys estimated homes most destructive in state history,time_critical,time_critical,0.9987406
a helicopter crashed into a glasgow pub on friday night if it had hit any other building nobody would have noticed un,time_critical,time_critical,0.97838175
tornado wreckage in mo taken by,time_critical,time_critical,0.9959764
pls pm june whoop up and highway remain open,time_critical,time_critical,0.99618644
strong earthquake hits s capital of reports of houses damaged,time_critical,time_critical,0.99773467
india and pakistan flood toll rises,time_critical,time_critical,0.9965952
floods landslides kill in nepal india announces million,time_critical,time_critical,0.9986411
the bruce highway has now been closed at mile creek raglan,time_critical,time_critical,0.9979924
bangladesh factory collapse kills at least people mango labels found in ruins,time_critical,time_critical,0.9985757
new event tornado warning from pm to pm cdt for barton county dade coun read more at,time_critical,time_critical,0.9855898
iran to probe why state built homes destroyed by deadly earthquake,time_critical,time_critical,0.99493486
los angeles ap law enforcement officials identify la airport shooting suspect as year old paul ciancia,time_critical,time_critical,0.99830556
unbelievably sad bangladesh building collapse surpasses dead after recovery of more victims brings toll to,time_critical,time_critical,0.9980854
the latest warning graphic for super typhoon from the joint typhoon warning center htt,time_critical,time_critical,0.9951054
breaking weather news weather channel mile wide tornado on the ground near ozark ar caulksville ar get to safet,time_critical,time_critical,0.99703646
northern california public schools closed by wildfires,time_critical,time_critical,0.99633765
quetta quake toll more deaths feared,time_critical,time_critical,0.9980111
devastating floods strike queensland disaster declared floods have wreaked havoc in bundaberg on australians,time_critical,time_critical,0.9981358
is now reporting the gunman has been killed,time_critical,time_critical,0.9768743
discussing how our families dealt w hurricane irma,time_critical,time_critical,0.76561546
residents were caught by surprise by the sheer force of the waters which ripped up pavements and traffic lights and flooded buildings,time_critical,time_critical,0.9974784
business breaking killed and injured in airport e losions minister says,time_critical,time_critical,0.9985293
checkout it s destruction in cabo san lucas hotocredit amp on ig,time_critical,time_critical,0.9938327
residents of borongan eastern samar evacuate to the provincial capitol ahead of landfall,time_critical,time_critical,0.6632045
breaks down the lax shootings as they happened with revealing new detail for,time_critical,time_critical,0.97968274
officials no immediate threat of tsunami along u s coasts found after major quake near chile,time_critical,time_critical,0.9921625
fdny multiple injuries in pok to nyc train derailment alternate route provided,time_critical,time_critical,0.99872357
dead in nepal and india floods thousands displaced via the iphone app,time_critical,time_critical,0.9977556
after nightclub fire that killed worries are raised about safety during brazil s carnival ras,time_critical,time_critical,0.9954464
ndrrmc latest report dead hurt missing,time_critical,time_critical,0.97867936
breaking has upgraded joplin from ef to ef winds greater than mph,time_critical,time_critical,0.9895649
smoke billowing from the car park at sydney olympic park where cars are on fire via,time_critical,time_critical,0.99798787
kills almost in,time_critical,time_critical,0.9922201
mulder s world chile earthquake giant earthquake in chile tsunami warning video,time_critical,time_critical,0.99481153
breaking news death toll in bangladesh building collapse at,time_critical,time_critical,0.99821645
india will face more jammu amp kashmir floods like calamities in future warn researchers,time_critical,time_critical,0.97503304
update floodwater breaches houston temple via,time_critical,time_critical,0.99812394
an up close look at the centre street bridge flowing through lower deck courtesy alex halat,time_critical,time_critical,0.9934135
new york train crash of people hurt critical after metro north derailment in bronx fire department,time_critical,time_critical,0.99830425
school children trapped by deadly colorado floods are airlifted to safety after days trapped,time_critical,time_critical,0.9970759
we have been on a m tsunami alert all morning from the chile earthquake,time_critical,time_critical,0.9905848
scores killed in flooding in nepal and india amp dhakal a spokesman for the nepali ministry of ho,time_critical,time_critical,0.99864775
wow kathmandus patan durbar square before and after the,time_critical,time_critical,0.9268713
number of dead in this week s earthquake rises,time_critical,time_critical,0.9916102
who announces it will e lore the use of e erimental treatment for ebola more than deaths in w africa and rising,time_critical,time_critical,0.9969151
tv dead hurt in bangladesh from nepalquake,time_critical,time_critical,0.9981713
the driver of a train that derailed in spain killing people has been formally accused of reckless manslaughter,time_critical,time_critical,0.9978029
apparently it was chile s strict building laws that prevented added damage occurring during yesterday s quakes,time_critical,time_critical,0.9872808
tropical storm harvey is barely moving causing major flooding issues for areas like houston,time_critical,time_critical,0.99521494
aerial assessments reveal severe impacts to shefa tafea malampa penama provinces latest update,time_critical,time_critical,0.99741864
hundreds dead in iran,time_critical,time_critical,0.99735934
bodies removed final search for other glasgow crash victims later today fire brigade says,time_critical,time_critical,0.9957087
mexico hurricane odile strikes baja california thousands evacuated thousands of people were evacuated from,time_critical,time_critical,0.9969873
two weeks ago i was in nepal for preparedness training i took these photos of patan durbar now it s ruined,time_critical,time_critical,0.99271494
situation report about the affected affected people due to bad weather,time_critical,time_critical,0.65053505
potential health problems during flooding kusa the flooding across large areas of colorado can bring along a,time_critical,time_critical,0.6800748
quake of magnitude struck several cities in sindh,time_critical,time_critical,0.9809723
los angeles airport police friday confirmed a shooting took place in terminal at lax via,time_critical,time_critical,0.9973398
footage of a tree falling into the bow near memorial dr,time_critical,time_critical,0.7679133
people dead in the texas e losion,time_critical,time_critical,0.9988174
death toll rises to nine in glasgow helicopter crash and police fear more pub goers could be found in the rubble,time_critical,time_critical,0.9975441
