text,true,pred,prob
magnitude quake shakes costa rica abc online abc newsmagnitude quake shakes costa ricaabc onlinea pow,time_critical,non_informative,0.89208204
nyt cites msf as saying only of the patients treated at treatment center have survived,time_critical,support_and_relief,0.96575904
established loved ones seeking on missing persons in missouri tel,time_critical,support_and_relief,0.48782247
the real damage in from missed big on this one,time_critical,non_informative,0.97686243
children s situation after the in no tent no house,time_critical,support_and_relief,0.99576193
status of evacuation centres,time_critical,support_and_relief,0.6925478
and the light just went off,time_critical,non_informative,0.9989863
with the remember to check and trust your sources before you retweet don t go around spreading false informatio,time_critical,non_informative,0.98484415
really pathetic still we dont know how much the toll will rise,time_critical,non_informative,0.99879694
terrible earthquake in nepal thousands gone tens of thousands more injured and devastated let s everyone pray,time_critical,non_informative,0.87250745
at club regina cabo after hurricane stuck here no electricity running low on food water please help w flights,time_critical,support_and_relief,0.68576455
redhead fire wind change looking worse at night,time_critical,non_informative,0.9952165
again another jolt,time_critical,non_informative,0.9730304
hi in need of help janice alerta san mateo rizal,time_critical,support_and_relief,0.86821705
if you need to evacuate today the cat clinic paddington has spaces available to look after your cat,time_critical,support_and_relief,0.8595631
boats along gympie terrace river foreshore geez mate it s rough,time_critical,non_informative,0.97578216
photo tsa agent shot in chest via,time_critical,non_informative,0.9909252
or a boat will be chasing odile with extreme caution,time_critical,non_informative,0.94065344
homeless,time_critical,non_informative,0.8690837
i just wonder in amazement at how syria will ever be the same it can t with these murderers living among us,time_critical,non_informative,0.9926911
preparedness works download this checklist of crucial items for your go bag,time_critical,support_and_relief,0.9516327
india is on same plane as pak saudi iran malaysia bangladesh in having blasphemy laws dreaded a etc,time_critical,non_informative,0.9912258
the mini concert will not push thru dis sunday because of the typhoon yolanda wait for further announcement,time_critical,non_informative,0.92958164
saw this earlier today by the curling club,time_critical,non_informative,0.99897987
up to crops destroyed leaving people w no alternative food stocks flash appeal,time_critical,support_and_relief,0.8060682
thank god possible tornado moved away from this area praying this tornado doesn t really cause destruction,time_critical,non_informative,0.9356071
graphic\n\nisis terrorists killed by kurdish fighters today around bashir,time_critical,non_informative,0.57109946
affect k as in hr the,time_critical,non_informative,0.83001804
referring to the new construction in the earthquake affected areas particularly due to frequent aftershocks the chairman erra said the whole new construction and structure in the affected areas would be earthquake resistance and with proper heating system,time_critical,support_and_relief,0.9949569
remember the terrible train crash tragedy in spain last week that killed people the train crashed because the driver was,time_critical,non_informative,0.87251437
rational use of doxycyclne for leptospirosis kindly share for public information,time_critical,support_and_relief,0.9948436
flood resource table for students amp the community today amp wed in front of,time_critical,support_and_relief,0.983976
mt latest reports from amp more on,time_critical,non_informative,0.951531
earthquake after earthquake mudslides and now a tsunami warning off the chile coast y all better be praying everyday,time_critical,non_informative,0.91012734
residents of iquique spend the night on the street after a second major quake hit the region in as many days,time_critical,support_and_relief,0.9881803
aquino hits alarmist media reports on typhoon please be accurate,time_critical,non_informative,0.9849053
alternate side parking and meter regulations are suspended citywide tomorrow,time_critical,non_informative,0.5933456
im the guy standing outside the mission evac zone slapping his belly around and screaming about the denim trappe,time_critical,non_informative,0.99774027
wow is one sick demented hateful anti semite cc _,time_critical,non_informative,0.998635
if i see more tiny car drive through the water at witton rd indooroopilly i will actually punch them in the face,time_critical,non_informative,0.99741423
with weather forecasts predicting more rain especially in central and southern provinces the authorities have prioritized the strengthening of dykes to avoid more breaches and more flooding,time_critical,support_and_relief,0.9403443
tent cities springing up across across kathmandu as rain is forecast for each day until saturday,time_critical,support_and_relief,0.9981823
us embassy in the dominican republic sept th emergency message for u s citizens hurricane maria,time_critical,support_and_relief,0.5090205
colorado horsecare foodbank horse hay bank,time_critical,support_and_relief,0.9975877
how can politicians deny the flagrant thievery after seeing the lack of infrastructure all over the philippines,time_critical,non_informative,0.99505925
\nisis don t think any lives matter,time_critical,non_informative,0.9989016
wrong tree wrong place unnecessary damage to lines equipment amp longer restoration,time_critical,non_informative,0.61335856
that is what happens when poverty meets calamity,time_critical,non_informative,0.9669582
however stagnant waters have submerged several villages mainly in the districts of murshidabad nadia and north parganas,time_critical,support_and_relief,0.754008
check out i from available for the next days via,time_critical,non_informative,0.9981858
salute chief his grt step victims,time_critical,non_informative,0.98907614
nepal and india begin relief efforts as monsoon floods claim at least lives helicopters carrying supplies sent to cutoff village,time_critical,support_and_relief,0.70887506
los cabos travel forum buzzing with damage injury info plus a cry for help need a pedicure,time_critical,support_and_relief,0.43139434
wow what a beast image via mashable,time_critical,non_informative,0.9968449
to make a claim with fema call or visit,time_critical,non_informative,0.71778667
the critically injured villager admitted to mkcgmch in berhampur city,time_critical,support_and_relief,0.847582
dozens f,time_critical,non_informative,0.97955006
wash is dignity plan works to improve wash conditions in communities,time_critical,support_and_relief,0.9903679
residents who have fled their homes sleep on an open street in iquique after a powerful measu,time_critical,support_and_relief,0.8271898
dept of public safety trooper dl wilson is overflowing with help,time_critical,support_and_relief,0.9924274
one of many basements we saw this morning in calgary here stories of return tonight on global,time_critical,non_informative,0.97923756
spain train accident be careful canada france russia spain,time_critical,non_informative,0.6650678
okmulgee beggs ok area still strong rotation coming your way,time_critical,non_informative,0.9888024
typhoon rages dead flee as storm rips philippines,time_critical,non_informative,0.72180086
your storm signal update,time_critical,non_informative,0.9825525
typhoon hagupit begins agonizingly slow trek across philippines deadly floods likely,time_critical,non_informative,0.8977476
div of insurance at disaster centers loveland boulder longmont firestone greeley commerce city to answer insurance questions,time_critical,non_informative,0.8306369
how to register \nfreedom only \nall details \n,time_critical,non_informative,0.99708986
wait there was a devastating earthquake in nepal with over estimated dead at least cnn knows it s important that_,time_critical,non_informative,0.51162595
vast tragedy in nepal but plight of a few hundred everest tourist climbers leads news on cnn and bbc,time_critical,non_informative,0.95319533
fire ravaged california city turns to hockey for respite,time_critical,support_and_relief,0.9317265
r i p to those in queensland who have died in the floods,time_critical,non_informative,0.99352384
it s awful the destruction being wreaked by but for it s a godsend in deflecting off the heat of the tape,time_critical,non_informative,0.9966479
it is very sad that some petty business men of chennai have started to e loit by doubling the prices of basic needs,time_critical,non_informative,0.98478925
great advice from frankie,time_critical,non_informative,0.99626946
plan co leads working groups for accountability amp communication with affected communities in region in preparation f,time_critical,support_and_relief,0.4249997
mt province wide all levels for tomorrow dec,time_critical,non_informative,0.9924299
power s out thanks sandy thanks,time_critical,non_informative,0.7900729
magnitude quake strikes remote kermadec islands wellington a magnitude earthquake st,time_critical,non_informative,0.6364729
dead and still counting iam numb thought with their families,time_critical,non_informative,0.9799462
footage shows the moment the devastating quake shatters nepal cctv footage has emerged of the moment a devas,time_critical,non_informative,0.8345221
love the campmaster portable stove here it is pumping out espressos despite no power,time_critical,non_informative,0.99379987
what the hell is going on at lax and why does something bad always happen at an airport on days that i fly e lain,time_critical,non_informative,0.99930537
program to issue id cards to flood victims read more,time_critical,support_and_relief,0.99646926
c globemaster iii takes off from hindon air base in up for kathmandu il to take ndrf teams to nepal,time_critical,support_and_relief,0.9964774
hi all my activities are stoped cause my family lost all theiy own after the earthquake that ocurred the th january how imagine you my progress at view point education,time_critical,support_and_relief,0.9772474
talks w about how we ve been working to help prepare families for,time_critical,support_and_relief,0.9728026
so huge earthquake in nepal probably killing over a thousand people and is talking about bruce jenner _,time_critical,non_informative,0.94273204
according to neta crawford total deaths in about same as in big difference in pakistan no casu,time_critical,non_informative,0.50877076
astros return home huddle with harvey evacuees,time_critical,support_and_relief,0.9891728
jandypost yes i m fine the quake just was mag v here i m km north of santiago we got no electricy for about hrs now it s all good,time_critical,support_and_relief,0.8900057
some good news this am sc mostly out of nate s path us gulf coast landfall e ected this weekend though,time_critical,non_informative,0.5168856
hurricane odile supply list don t panic step call in three days of ms ps supplies step put food in car step drive home,time_critical,support_and_relief,0.9829214
m puerto rico region september gmt,time_critical,non_informative,0.99340737
look at these divine signs carefully amp study them to recognise the awaited one,time_critical,non_informative,0.9983163
percent of the nation s wine comes from california and the napa earthquake could make prices go up on,time_critical,non_informative,0.9972228
omg psi i m gonna fail mye,time_critical,non_informative,0.9940724
global warming typhoon haiyan and the philippines,time_critical,non_informative,0.9686637
not only indians but who ever wants shelter from nepal migrants to be kept in rehabilitation camps,time_critical,support_and_relief,0.9817524
chile s terrifying earthquake makes it clear that we need to take climate change seriously,time_critical,non_informative,0.8304153
we are at survival kits for nepal in just a few hrs my goal is let s get there soon,time_critical,support_and_relief,0.73412824
earthquake victims in iran any help goes a long way,time_critical,support_and_relief,0.99337196
appeals to the people of pakistan play their part in efforts rescue of flood victims ht,time_critical,support_and_relief,0.9645059
please be patient amp drive carefully it s better to arrive home from work a little late today than not make it at all,time_critical,non_informative,0.98871
driveway going to our house,time_critical,non_informative,0.9973398
urgent announcement will be coming back to the philippines to say sorry,time_critical,non_informative,0.88383555
dont kiss a body that is infected by ebola ebola is real,time_critical,non_informative,0.979037
yall pray for my island they got hit hard by hurricane maria and have absolutely no power,time_critical,non_informative,0.9945643
waiting patiently for rescue flight,time_critical,support_and_relief,0.9712086
fisher amp camberwell streets east brisbane,time_critical,non_informative,0.96289253
\far kamran_zibaie huthis war crimes against civilian aid groups,time_critical,support_and_relief,0.83418816
just what i needed after bad irma we have new babies on our first coast white oak in yulee congrats to your br,time_critical,non_informative,0.99719244
live now the mayor is updating new yorkers on,time_critical,non_informative,0.8280702
be informed always,time_critical,non_informative,0.9935721
more than killed in the philippines by typhoon via praying for my fellow people,time_critical,non_informative,0.6579842
i have no food and no way to get food,time_critical,support_and_relief,0.99896216
more than manpower search amp rescue teams are operating with their dogs to locate survivors in,time_critical,support_and_relief,0.9819656
cyclone pam,time_critical,non_informative,0.98692966
think of the hungry children of bohol begging for food when you post your dinner on instagram,time_critical,non_informative,0.82722414
family reunited as dog survives california wildfire,time_critical,support_and_relief,0.69834423
in case i m sent to the bushfires grab bag preparation,time_critical,non_informative,0.5184549
ap \slow moving typhoon koppu slams into north philippines knocking out power and communications,time_critical,non_informative,0.9012194
fairfax plz be careful re being blamed on change models are not showing this see pic,time_critical,non_informative,0.9812108
is not shut down you can listen to various tower ground control traffic here,time_critical,non_informative,0.82670575
dir raffy alejandro ocd currently no reported casualties from the bicol region,time_critical,non_informative,0.91576123
just look at the trending topics in sg,time_critical,non_informative,0.9982749
bernese mountain dog emerges alive and happy from california wildfire d,time_critical,non_informative,0.9703148
fam living in makeshift shelters in cateel where rains are still happening,time_critical,support_and_relief,0.7417436
check out the areas under signal and,time_critical,non_informative,0.6898447
how can you be pro life and yet believe that the over lives claimed by were lost just to make a poin,time_critical,non_informative,0.9957184
re the factory collapse in bangladesh pope francis calls one of the foundations of capitalism slavery,time_critical,non_informative,0.9906136
earthquake in california looks terrible amp it reminds me what a real estate investor friend told me earthquake tim,time_critical,non_informative,0.81232804
afspc vandenberg hot shots are on the ground in colorado springs helping fight the as we speak,time_critical,support_and_relief,0.99436116
hello i would like to know what the universities who were not victims are going to do after this catastophy,time_critical,support_and_relief,0.97778165
miss cher sparkles and i just survived irma makes me want to give up f help,time_critical,non_informative,0.9936253
pray for victims of california f,time_critical,non_informative,0.9930734
claims deadly \n,time_critical,non_informative,0.6445907
dswd sec soliman residents of samar cooperate with local authorities amp are contributing to restoration work mapa,time_critical,support_and_relief,0.9943145
need to find my brother no communication from him yet worried,time_critical,non_informative,0.7139389
civil air patrol illinois wing to help survey damage from hurricaneharvey,time_critical,support_and_relief,0.99164635
update in looking to use smaller aircraft for rescues in tight areas chuck russell incident,time_critical,support_and_relief,0.78424037
iran iraq earthquake concern over darbandikhandam,time_critical,non_informative,0.5024706
our thoughts are with the people left homeless by floods in metro manila philippines,time_critical,non_informative,0.9904861
video firefighters and civilians battle to rescue people from the nightclub fire in brazil tessmer,time_critical,support_and_relief,0.7545215
port vila vanuatu ap the small pacific archipelago of vanuatu is urging people to tak,time_critical,support_and_relief,0.9926035
my hotel in houston,time_critical,non_informative,0.99613094
kashmiris threw stones at army and army is using those stones to make a bridge and rescue those kashmiris from worst eve,time_critical,support_and_relief,0.9149593
wow scary that s haunting flooding already wow nyc today,time_critical,non_informative,0.87548786
what unanswered questions do you have i ll try my best to get you answers,time_critical,non_informative,0.9990927
the key infrastructural projects of chf international s rassl program will include providing temporary classrooms at damaged schools repairing key markets removing and collecting debris managing solid waste recycling debris and constructing latrines,time_critical,support_and_relief,0.8581486
reuters exclusive an army of tow trucks tackles houston s flood damaged cars from,time_critical,support_and_relief,0.9354593
i had been trying hard since afternun to reach to mea nos my dad is in kathmandu i m unable contact him plz help ppl like us,time_critical,support_and_relief,0.9969236
i miss you big bubby_ i ll find you soon,time_critical,non_informative,0.9991387
norfolk local is making an impact serving others after hurricane irma,time_critical,support_and_relief,0.99386674
effrayante tornade vilonia pic taken by barbara mullins on naylor rd,time_critical,non_informative,0.7889635
video on the avalanche at base camp,time_critical,non_informative,0.9968262
drinking water scarcity in kathmandu the kathmandu valley is undergoing a severe shortage of drinking,time_critical,support_and_relief,0.9978382
my friend needs our help finding her father please see details below,time_critical,support_and_relief,0.92932624
get ready for cyclone marcia qld premier daily mail,time_critical,non_informative,0.9275672
when the quake struck most schools were busy,time_critical,non_informative,0.642141
dfa suspends consular operations today due to typhoon via,time_critical,non_informative,0.5954236
goodbye pier __ grove fishing pier,time_critical,non_informative,0.9988165
monsanto pulls new gm cotton seed from india in protest,time_critical,non_informative,0.98212576
search continues for two missing men in queensland as evacuees await return home,time_critical,non_informative,0.49748158
coachella keep it safe remnants arriving soon mt no deaths or serious injuries of international tourists,time_critical,non_informative,0.55947125
powerful photos of harvey rescues this week,time_critical,support_and_relief,0.7665149
who s in the feu ust area how s the flood there,time_critical,support_and_relief,0.73163986
elon musk solar power is paramount to fixing puerto ricos power company abc news,time_critical,non_informative,0.957305
stay safe everyone fff,time_critical,non_informative,0.99542445
thinking of the e iran s and e iraq s victims of the earthquake,time_critical,non_informative,0.9966575
liberian girl weeps over the death of her mother her father is in an ebola treatment center,time_critical,non_informative,0.94664
countless casualties deaths earthquake help baloch welfare committee to help the victims,time_critical,support_and_relief,0.9918508
frank mckeown helps glasgow helicopter rescue then plays for stranraer,time_critical,support_and_relief,0.99206597
heart and thoughts with lt eight dead at pub,time_critical,non_informative,0.91879755
the banana regional council urging people in the low lying areas of biloela in c qld to evacuate to higher ground,time_critical,support_and_relief,0.9894433
\you are infectious when looking fit and not displaying symptoms\ not true community mobilisers disseminating wrong messages,time_critical,non_informative,0.99890196
a year old girl in school uniform found dead and raped in seaview are young girls the new shias of,time_critical,non_informative,0.6888806
great with the airport help can get there,time_critical,support_and_relief,0.9047908
eight million hit by nepal quake eight million people were affected by the nepal earthquake and m are in need_,time_critical,support_and_relief,0.6816361
police helicopter crashes on glasgow bar roof the scotsman hope all involved are ok,time_critical,non_informative,0.80010647
gunfire on the tarmac incident reported in terminal at,time_critical,non_informative,0.8910433
yikes that smoke is too close for comfort stay safe,time_critical,non_informative,0.9037859
there are still over people working in the red zone,time_critical,support_and_relief,0.976198
my poor pool is full of muddy water again,time_critical,non_informative,0.9952005
pm could easily last for a few weeks or even longer singapore needs to adapt to conditions,time_critical,non_informative,0.5348687
man during floods in manila moves dogs from roof of house to rescue boat courtesy of helped by animals,time_critical,support_and_relief,0.7997396
what is god saying in nepal s earthquake many gigantic idols all over nepal couldn t stand this nature s shake,time_critical,non_informative,0.9916863
pakistan scrambles to reach victims,time_critical,support_and_relief,0.9095828
california legislature passes bill to create statewide earthquake warning system yet it must be funded crowdfund,time_critical,support_and_relief,0.6004223
our deepest condolences to earthquake victims amp their loved ones stay strong,time_critical,non_informative,0.9971046
good time to test out my new kite while i have no power and water,time_critical,non_informative,0.99916005
epic,time_critical,non_informative,0.9958729
it s horrible some people escaped harvey and now have to evacuate for irma,time_critical,support_and_relief,0.827371
beyond the trauma of losing a home the is going to take a chunk out of property tax revenue,time_critical,non_informative,0.9707836
sharing his view after visiting the bogale township mr faruqi said schools reconstruction project is the first idb supported emergency assistance project in myanmar,time_critical,support_and_relief,0.7994586
this weather is insane how can anyone sleep this wind is like a cyclone so destructive,time_critical,non_informative,0.6686564
mark o prey s family we keep calling marks phone it just keeps ringing,time_critical,non_informative,0.95340616
dozens thousands from,time_critical,support_and_relief,0.86934334
so many crashes and crumbles water coming in our th floor hotel room terrifying ha_,time_critical,non_informative,0.8426366
hagupit intensifies into a typhoon to enter par thursday sun star via,time_critical,non_informative,0.57489204
foggy in cebu city,time_critical,non_informative,0.9962842
communities in these areas are accustomed to roads becoming impassable for six months every year mohammad taher shahim who works with ocha in neighbouring kunduz province told irin,time_critical,support_and_relief,0.8423517
manila city hall lawton quiapo recto,time_critical,non_informative,0.99690646
chile was recently hit with not one but two powerful earthquakes back to back,time_critical,non_informative,0.86286104
report from latest earthquake in italy,time_critical,non_informative,0.93030804
anybody got news about so worried about my brother his wife and little boy can t find _,time_critical,non_informative,0.5527255
rt garuda and king bhupatindra malla figures knocked off pedestal now inside patan museum,time_critical,non_informative,0.99370766
wipe out puerto rico debt hedge funds residents at risk of losses,time_critical,non_informative,0.9931739
check out to see what agencies are helping relief efforts in tornado hit areas how you can help,time_critical,support_and_relief,0.99469227
details yr old girl found dead at sea view cnbc,time_critical,non_informative,0.94592845
stay safe and dry everyone may typhoon ruby leave par sooner than forcast,time_critical,non_informative,0.99497366
it is one of the districts most affected by the earthquake but also provides a good base from which to access other severely impacted areas,time_critical,support_and_relief,0.997785
oh man this nepal earthquake feels like deja vu from the day after tomorrow,time_critical,non_informative,0.9978376
the sea is starting to get rough in daanbantayan,time_critical,non_informative,0.93724877
so many appeals for help on social media people posting on behalf of those stranded wonder if help is reaching them at all,time_critical,support_and_relief,0.5407701
according to the evacuees here in laiya this is the first time they evacuated due to a storm,time_critical,support_and_relief,0.61001617
official statement regarding clas suspension in college usls will b released no later thn nn today stay tune,time_critical,non_informative,0.96958643
esperanza the band playing at tonight say on facebook they are all safe but don t know about others in pub,time_critical,non_informative,0.97241175
tesla s demon haunted cars in irma s path get a temporary battery life boost,time_critical,non_informative,0.8117253
a country torn to bits puertorico,time_critical,non_informative,0.9914016
driving in this is no joke this _,time_critical,non_informative,0.99317235
australian medical association says there s been a percent increase in asthma cases reported since,time_critical,support_and_relief,0.8649
go home early and stay safe everyone,time_critical,non_informative,0.9960867
in hard hit sterling where the water system is compromised by flooding there s an urgent need for,time_critical,support_and_relief,0.8978614
family members of someone missing say the lord s prayer,time_critical,non_informative,0.93121076
ootd for tonight,time_critical,non_informative,0.9988575
stephen ave e absolutely no one here and nothing going on,time_critical,non_informative,0.99906
haphazard urban amp rapid population increase compounded risk of,time_critical,non_informative,0.8988342
haze now macam foreigner from indonesia come in to singapore see we still don t like foreign stuff,time_critical,non_informative,0.9674568
our thoughts are w victims amp their families in dhaka bangladesh building collapse kills at least,time_critical,non_informative,0.96993387
powerful typhoon slams into philippines,time_critical,non_informative,0.97452843
twitter for first response loyal u,time_critical,non_informative,0.88621396
scores of heavily armed militants on wednesday rampaged through more than a dozen villages in the kala balge district in borno state shooting hacking residents to death and razing homes,time_critical,support_and_relief,0.7515794
today strong aftershocks have hit the southern part of chile about two hours away from santiago,time_critical,support_and_relief,0.5558226
cannot see beyond blocks pic,time_critical,non_informative,0.9942114
deputy chief executive mike willis spoke to sydney media about the treatment of patients during the,time_critical,support_and_relief,0.9795033
fuck nothing sucks worse than trying to entertain an yr old when you have no power,time_critical,non_informative,0.99841785
weather updated typhoon makes th landfall over bantayan island cebu sun star,time_critical,non_informative,0.8273044
amen i m about miles south of west driven past the fertilizer plant many times,time_critical,non_informative,0.9916468
they shot the shooter at lax amp already have his new jersey home surrounded but they can t find who shot tupac and biggie,time_critical,non_informative,0.9941586
