text,true,pred,prob
see our latest ct and click to apply automobile sales consultant,non_informative,non_informative,0.99670887
hoping to god more people are found safe and well in especially my old school and footy mate,non_informative,non_informative,0.9930763
but the important message here is that we re working together in this unprecedented way to make sure that the maximum amount of those donor funds gets delivered on the ground,support_and_relief,support_and_relief,0.9818777
documents prove government used cloud seeding to amplify hurricane harvey,non_informative,non_informative,0.93093884
women s golf no lydia ko to donate any winnings to disaster hit you wonderful generous woman,support_and_relief,support_and_relief,0.98962885
amid all the pain and misery hope arrives,non_informative,non_informative,0.99060094
please pray for us to make this leave us _,non_informative,non_informative,0.9984555
i am supporting rebuild sankhu,support_and_relief,support_and_relief,0.99521434
paranoia and g should always be on your mind,non_informative,non_informative,0.9990827
snow blankets washington d c in potentially record setting storm reuters a thick layer of sno,non_informative,non_informative,0.53835946
i low key want to go to white water when they get done with that new slide,non_informative,non_informative,0.9994288
buy now bronkaid boxes tablets total please hur,non_informative,non_informative,0.99507314
mammoth relief operation on by india on second day in quake hit,support_and_relief,support_and_relief,0.99659145
don t get it but this drake stuff got my dyin,non_informative,non_informative,0.999432
press conference on to start in a short while at pib hq new delhi catch live updates here,non_informative,non_informative,0.6791022
go girlssss b and you have what it takes go for the title cb \n\n,non_informative,non_informative,0.9994394
tt philippines russel jimin shawn mendes,non_informative,non_informative,0.99607533
too damn much going on the in th,non_informative,non_informative,0.9990146
a new downtown hub is coming to one town,non_informative,non_informative,0.9223209
we must all be paris today and in the future we may not need to be london or new york or mumbai,non_informative,non_informative,0.9980969
im just not used to them yet lol im used to having someone to talk to ya know someone to just talk about anything and everything with,non_informative,non_informative,0.99950755
happens every disaster hurricanes tornados floods people always doing wrong,non_informative,non_informative,0.9940235
long as you are living in peace you think that everything is okay that is the attitude people have developed libya is now,non_informative,non_informative,0.99625754
va first responders will go to nepal soon,support_and_relief,support_and_relief,0.9795328
how about the fact that mara was in his way like any good jedi said jaina sourly,non_informative,non_informative,0.9994742
california earthquake go bag plus plan for meeting home friends school fire dept ut of town location,non_informative,support_and_relief,0.705328
my throat is fucked up,non_informative,non_informative,0.99904996
alright considering it s odd seeing a few touristy people out and about during the lockdown,non_informative,non_informative,0.9992563
no the singer wale is like wall aye,non_informative,non_informative,0.9995358
learning service co author on the front page of the guardian today with an important message would appreciate,non_informative,non_informative,0.985308
yes sir replied the captain that thing operational,non_informative,non_informative,0.9970988
hold on to the memories cause that s all you ll have when you grow old,non_informative,non_informative,0.99873585
great show as usual one thing if you lived in the uk ireland back in the s you couldn t rent the first evil dead banned,non_informative,non_informative,0.99915826
it s not even hurricane season y allsitting in with my mocha latte from enjoying the calm before the storm please stay inside and be safe during this hurricane i am praying for all of us in ct ny and nj keep your pets safe too,support_and_relief,non_informative,0.9896472
it s fridaaaaaaaay never been so happy for the week to be almost over,non_informative,non_informative,0.9991504
wow l,non_informative,non_informative,0.998288
keep safe,non_informative,non_informative,0.99231976
massive relief is on it s way from to teams are ready to be sent one aircraft already on its way,support_and_relief,support_and_relief,0.9962047
keep westboro baptist out of oklahoma ban westboro baptist from oklahoma via,non_informative,non_informative,0.9963243
donation to relief by for every used up to k please,support_and_relief,support_and_relief,0.99384826
well i got vision and it s not alright lol,non_informative,non_informative,0.99862444
don t make me jump across that coffee table,non_informative,non_informative,0.99929595
love doesn t hurt no matter how much it feels like love acts like love smells like love if it hurts in anyway its not love,non_informative,non_informative,0.99901354
tomorrow a lot of us will be given the chance to really make a difference in someone s life that needs it don t miss it,non_informative,non_informative,0.96860886
savvy veteran soccer foul sell by allen hate it but love it at the same time,non_informative,non_informative,0.999204
can i go home yet,non_informative,non_informative,0.9992823
can t trust a pretty face,non_informative,non_informative,0.99942195
which school are you going to,non_informative,non_informative,0.9994006
dec and,non_informative,non_informative,0.98895687
minding my own business i m excellent at that,non_informative,non_informative,0.9994748
as always,non_informative,non_informative,0.98028266
new york september the exceptionally heavy seasonal rains have displaced large populations in the west and central african regions,support_and_relief,support_and_relief,0.99819916
re he could be himself could achieve his destiny with each hour that passed his sense of it became stronger sharper,non_informative,non_informative,0.99836487
night __f,non_informative,non_informative,0.9978994
bryan singer to direct x men first class sequel this news is so great my face hurts from the metaphorical punch by awesome,non_informative,non_informative,0.9991825
wouldn t mind a conductors job on a road train,non_informative,non_informative,0.9994727
i honestly give up on this screwed up world,non_informative,non_informative,0.9992237
good one sir keep it up,non_informative,non_informative,0.9985617
what s going on in this world,non_informative,non_informative,0.99906975
blowin so many niggas they should call me hurricane sandy kardashian,non_informative,non_informative,0.99929
i am always with you,non_informative,non_informative,0.99820876
pray for colorado springs,non_informative,non_informative,0.99621874
i m worried for the yolanda survivors of samar and leyte esp in tacloban we are with you in our prayers,non_informative,non_informative,0.9767492
if i didn t eat everything in my house then idk who did,non_informative,non_informative,0.99934083
how to help victims of nepal quake,support_and_relief,support_and_relief,0.9936241
the mcdonald s burger king franchising rivalry of the jihadi world,non_informative,non_informative,0.9992617
sorry california,non_informative,non_informative,0.9955771
cyclone komen lt iscover reviews and compare prices from flipkart amazon and snapdeal,non_informative,non_informative,0.99689794
happy feast day immaculate conception procession at sjbp,non_informative,non_informative,0.9992895
love the bdd story on the whiteboard in that tweet i just retweeted,non_informative,non_informative,0.99920315
tell me this can be a joke,non_informative,non_informative,0.9990079
today world look india to lead this change is possible due to modiji,non_informative,non_informative,0.9899961
well first you better be able to cook or learn how too,non_informative,non_informative,0.99941695
you got a fast car\nand i got a job to pay all our bills,non_informative,non_informative,0.9994597
try this,support_and_relief,non_informative,0.9187458
guys my fucking boy,non_informative,non_informative,0.99903834
force bleue,non_informative,non_informative,0.99002355
gays \no place for them in ted cruz anerica isn t that anti american more like isis,non_informative,non_informative,0.9992132
mhm only in bed love to be dominated,non_informative,non_informative,0.9994948
you don t need no damn straw drink ur pepsi,non_informative,non_informative,0.9994879
un s is appealing for donations please,support_and_relief,support_and_relief,0.99342394
people be on some bitch ass shit all day long,non_informative,non_informative,0.9985997
georgia uses crowdsourced damage reporting site during irma,non_informative,support_and_relief,0.9572993
didn t felt d violent well thanks god,non_informative,non_informative,0.9991124
you ve already won me over,non_informative,non_informative,0.99934906
i m sorry but it wasn t bread for this purpose,non_informative,non_informative,0.9987992
lmfao then go and do that shit,non_informative,non_informative,0.99948764
cannot wait to see obama amp his wife in the flesh omg man,non_informative,non_informative,0.9992735
the old ones are the best especially if they re done by pam ayres,non_informative,non_informative,0.999033
sometimes i just don t understand things,non_informative,non_informative,0.99941075
we are at kf marotiere we have food and water shortage please send food for us,support_and_relief,support_and_relief,0.9990989
pary for everyone in mexico and in the path of the hurricane maria,non_informative,non_informative,0.9794423
hahah i guess thats a good excuse to not text me lol,non_informative,non_informative,0.9995202
children s toys and clothing in good condition can also bring bottled water,support_and_relief,support_and_relief,0.9971795
to meet the target unicef is working closely with the government and non government partners to repair water systems provide water purification construct emergency latrines and hand washing facilities and distribute hygiene kits,support_and_relief,support_and_relief,0.99881315
more on that puerto rico power utility signs million contract with whitefish energy,non_informative,non_informative,0.9949168
pakistans two aid planes reach nepal nation,support_and_relief,support_and_relief,0.99512583
i would be the one to hit my face on a door an d give myself a black eye,non_informative,non_informative,0.99917465
bloody hell first regularish net access after hours in fairly serious aussie wilderness far north queensland just fucking brilliant,non_informative,non_informative,0.9858284
it s ridiculous how they re implying that first and foremost it s the victim s fault fucking disgusting,non_informative,non_informative,0.9981675
good look on that internet lol,non_informative,non_informative,0.9990196
o_o what if true this would be insanely twisted might ve landed,non_informative,non_informative,0.99927443
to date total private contributions from the u s to earthquake relief and reconstruction are estimated at million,support_and_relief,support_and_relief,0.99772257
hhahahha he done ripped off her wig,non_informative,non_informative,0.99953294
i seriously lt so much already definitely best guy friend i have in florida,non_informative,non_informative,0.99956495
i want to go to digitour so bad_ please come to europe,non_informative,non_informative,0.9994311
i will miss you home cats town childhood everything i know,non_informative,non_informative,0.99869627
unusual weather events including storms drier spells and fluctuating temperatures are happening more often they say,support_and_relief,support_and_relief,0.98385113
ashley greene lancia il california fire fund,non_informative,support_and_relief,0.96775985
even tho that s all i talk about,non_informative,non_informative,0.9995394
isn t he too much beautiful_d new pics cumin soon xxx lt,non_informative,non_informative,0.999108
nepal earthquake donate now to help children save the children uk,support_and_relief,support_and_relief,0.98399895
atleast you ll be able to kick the crap out of something,non_informative,non_informative,0.9991228
libs blast trump for harvey response silenced when obama s photo surfaces,non_informative,non_informative,0.99785453
a nato spokesman said an antonov cargo aircraft would leave for islamabad on october with material for building a camp including sleeping quarters kitchens communication material as well as fork lifts and transport material in muzaffarabad in pakistani administered kashmir,support_and_relief,support_and_relief,0.99901307
aap cwc best practice forum where more than ingo s and lngo s participated a week after put us to test,non_informative,non_informative,0.99755126
only rehoboth,non_informative,non_informative,0.99855787
hope everyone finds time to hear mass say a little prayer for the feast of the immaculate conception and _ __f__f,non_informative,non_informative,0.9990903
measles vaccination has been conducted following suspected measles in camps,support_and_relief,support_and_relief,0.99894005
i hate the home button on iphones after a while they start sinking in ugh lt lt lt,non_informative,non_informative,0.99923456
still under the lazy and rainy weather,non_informative,non_informative,0.99702615
will donate to help recovery efforts from the napa earthquake it is the teams training camp home,support_and_relief,support_and_relief,0.9973526
with people and livestock living together lack of mats to sleep mosquitoes hovering lack of functional toilets open defecation and living with wounds bruises or other health ailments medical assistance is crucial,support_and_relief,support_and_relief,0.99859315
at the same damn time,non_informative,non_informative,0.9988674
scotus review of gay marriage nepal devastation rescue of boko haram girls baltimore chaos indonesian executions,non_informative,non_informative,0.94880414
the president of the united states is at my school today,non_informative,non_informative,0.99843556
we are asking all united states agents to send money to cap haitian too,support_and_relief,support_and_relief,0.99727017
i fucking can t with how cute pam and jim are im gonna kick the wall,non_informative,non_informative,0.99953747
spilt my first tray of drinks tonight smashed glasses shit everywhere but i still got a tip get in my son,non_informative,non_informative,0.99842536
world gone mad prayers,non_informative,non_informative,0.99815
messages with urgency i hope you will read for us on the radio and then send to the government that those of us in kenskoff were just hit with another earthquake and we need,support_and_relief,support_and_relief,0.9987508
bfar deploys floating assets for quick response operations,support_and_relief,support_and_relief,0.9736082
celebrities be d inspratn t wrld,non_informative,non_informative,0.9679124
congress slams bjp mp sakshi maharaj for linking rahul gandhis kedarnath visit to nepalearthquake via,non_informative,non_informative,0.99664307
man all i wanted to do was chill wit him but he on some other shit smh,non_informative,non_informative,0.9995184
when i get home i take a nice warm shower,non_informative,non_informative,0.9994222
powers still on despite a few flickering lights,non_informative,non_informative,0.81279266
who would have bet a week ago there would be no question about ebola or gaza,non_informative,non_informative,0.9954764
congrats to rookie for hitting his first homerun must be a good feeling many home runs to come,non_informative,non_informative,0.99933857
we need help we are situated in fontamara,support_and_relief,support_and_relief,0.9988998
will miss all the movie chaos in worcester,non_informative,non_informative,0.9988921
receiving solicitations regarding this article about giving while not getting taken is still relevant,non_informative,non_informative,0.99330163
compassion connects all amp creates gr leaders mt scripps treats more than in nepal,non_informative,support_and_relief,0.9609476
for correct statement of the night,non_informative,non_informative,0.99807113
sick to my stomach wish everyone could just be okay,non_informative,non_informative,0.99909437
i love you from puerto rico is biutiful so cute,non_informative,non_informative,0.99921346
your amazing swet small,non_informative,non_informative,0.9984005
prayers for from,non_informative,non_informative,0.99322927
international day kicks off with the morning of presentations angola first,non_informative,non_informative,0.998816
i suppose if you want to document it accurately we may even walk to the left instead of the right tomorrow who knows,non_informative,non_informative,0.99899
agencies helping fight thank you,non_informative,support_and_relief,0.98398465
i think it s safe to assume that the oilers are gonna get every one of these guys that are suddenly in play,non_informative,non_informative,0.99927884
at remington park with the guys and,non_informative,non_informative,0.99926645
it s a great film it s about that airliner that landed on the hudson river in new york tom hanks is the star a,non_informative,non_informative,0.9975297
just listened to released song chills man chills,non_informative,non_informative,0.9994253
i would do anything to be helping in nepal right now i feel useless sitting here reading about it,non_informative,non_informative,0.9974069
wish i could retweet this a thousand times,non_informative,non_informative,0.9991654
vetted charities to help victims,support_and_relief,support_and_relief,0.9855305
north korea can barely feed its million people even with a good harvest due to its hilly terrain and antiquated farming industry,support_and_relief,support_and_relief,0.99483466
goodluck on your concerrt here in the philippines though there s hope the fans would still enjoy,non_informative,non_informative,0.9991115
i was planning on going to orlando con next month but w the typhoon in the philippines i ll be sending my,support_and_relief,non_informative,0.99906343
i don t think anyone could miss it lol,non_informative,non_informative,0.9994431
anyways finna enjoy my night,non_informative,non_informative,0.99929583
abend dame kiri te kanawa mozart cosi fan tutte all women the same don alfonso all women treachery comical humorous opera,non_informative,non_informative,0.99895716
it s a fact that you re very beautiful thanks bruh,non_informative,non_informative,0.9993899
clipperviajes qatarairways cargo is flying crucial aid to nepal to support the people of kathma_,support_and_relief,support_and_relief,0.9949699
fire service industry news elkhart brass partners with fire rescue safety australia elkhart,support_and_relief,non_informative,0.90227175
hope everyone is okay involved in that helicopter crash,non_informative,non_informative,0.9969375
via visits the stunning home of,non_informative,non_informative,0.99825364
look at all the incredible ways the u s military is helping harvey flood victims,support_and_relief,support_and_relief,0.99762374
getting my hair done next weekend,non_informative,non_informative,0.9995364
once a dead kid always a dead kid,non_informative,non_informative,0.9986318
earthquake puts weekend mexican soccer schedule in doubt,non_informative,non_informative,0.9923515
conan if his contract allows he deserves to be on over the air network tv after how nbc screwed him over,non_informative,non_informative,0.99941194
had to unfollow oomf she was to rachet for my tl,non_informative,non_informative,0.9993826
a bad attitude really is the only disability in life,non_informative,non_informative,0.99946445
norwegian rescue people heading towards nepal,support_and_relief,support_and_relief,0.7630573
my dad had me in the boxing gym,non_informative,non_informative,0.9992151
chinese navy fleet donates relief materials to flood stricken people of sri lanka,support_and_relief,support_and_relief,0.9974636
did u get a chance to take a look at the email i sent i know you re on the road so whenever you get a chance would be rad,non_informative,non_informative,0.9985588
tf is my name in people mouth,non_informative,non_informative,0.99943167
irma outdoor furniture update its all still there tony would be proud,non_informative,non_informative,0.9993432
naww sounds like you need a rest,non_informative,non_informative,0.9991984
i have a bio test in less than hours prayers would be appreciated very very much,non_informative,non_informative,0.9988128
park shin hye donates to the nepal earthquake relief fund through hunger saver,support_and_relief,support_and_relief,0.99393326
hb update sunset state board of examiners of psychologists re creating board modifying termination date,non_informative,non_informative,0.9979407
afternoon delight _,non_informative,non_informative,0.9965612
help or by donating online at www americares org,support_and_relief,support_and_relief,0.99521315
actually it may be better than you saw it in the catalogue gt gt flatpack assembly services,non_informative,non_informative,0.99949074
i need water in carrefour bertin,support_and_relief,support_and_relief,0.9986047
maybe i ll do a little gardening hold on let me get my,non_informative,non_informative,0.99923825
msf has proposed a preventive strategy that includes a cholera vaccination campaign and a pentavalent pneumococcal vaccination campaign,support_and_relief,support_and_relief,0.99893373
efforts to rebuild are speeding up as supplies begin to reach remote islands jo,support_and_relief,support_and_relief,0.99624026
josue kept telling me i was smart today lol i was happy,non_informative,non_informative,0.99950373
what is mers cov,non_informative,non_informative,0.9993193
thinking of our friends in north india and nepal and hoping that you re all ok despite the flooding xx,non_informative,non_informative,0.99711573
iom also assisted five teams from the muzaffarabad municipal water and sanitation department by providing tarpaulins generators suction pumps motors and pipes to drain rainwater from spontaneous and unplanned tent settlements,support_and_relief,support_and_relief,0.9990189
enjoy a tasty dinner at zocalo monday and help mexico earthquake survivors,non_informative,support_and_relief,0.9687188
need lots of prayers for my country kaya natin yan,non_informative,non_informative,0.9988563
our hearts go out to all those affected by the queensland floods stay safe everyone,non_informative,non_informative,0.9975672
pandora is for sure helpin,non_informative,non_informative,0.99909663
prayers to the people of chile may god grant you all peace __f,non_informative,non_informative,0.99795365
well guess what i remember every little stupid thing,non_informative,non_informative,0.99918324
dont blame only for this,non_informative,non_informative,0.9899507
tweets from js fjs,non_informative,non_informative,0.99726653
forever not feeling good on long car rides,non_informative,non_informative,0.99940276
juice the mora and milk jjjj riko riko,non_informative,non_informative,0.9993198
surprise days off from work are awesome,non_informative,non_informative,0.99918514
little bit of devil in her angel eyes,non_informative,non_informative,0.9994442
flavia rich gang rich homie quan ft young thug,non_informative,non_informative,0.99938905
either hes a soft cock or its all staged,non_informative,non_informative,0.9994898
terrible news of helicopter crashing into clutha bar glasgow tonight thoughts amp prayers with those affected by this terribl,non_informative,non_informative,0.99561775
disney time _c with sissy at pic,non_informative,non_informative,0.99940693
by your side is where ill be,non_informative,non_informative,0.99940264
big tech companies provide help to disaster response efforts in nepal,support_and_relief,support_and_relief,0.987206
n why i had to see his mother and his family cry,non_informative,non_informative,0.99922943
united in for iran amp iraq after deadly earthquake,non_informative,non_informative,0.9769604
this scares me so much nobody should have to go through anything like this ever,non_informative,non_informative,0.9989017
the latest italy sends aid after iranearthquake,support_and_relief,support_and_relief,0.99326503
crocker starr who s jealous that s right that s pam starr herself,non_informative,non_informative,0.99936396
only one more show until my fav sports dudes on sportscenter leave but wish them all the best,non_informative,non_informative,0.9992956
foxy saviour of the day coffee and breakfast a go go the rogue rennard,non_informative,non_informative,0.9990804
